as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,sell,1,新加坡商瑞銀,1650,65.0,166.0,-101.0,23.14,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,buy,1,第一金-新竹,538B,124.0,,124.0,23.52,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,sell,2,德信-和平,6915,18.0,110.0,-92.0,22.82,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,buy,2,永豐金,9A00,133.0,9.0,123.0,24.71,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,sell,3,美商高盛,1480,47.0,139.0,-92.0,23.47,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,buy,3,富邦-員林,9672,113.0,8.0,105.0,22.8,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,sell,4,國票-敦北法人,779c,2.0,93.0,-91.0,24.84,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,buy,4,玉山-板橋,8846,102.0,,101.0,23.7,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,sell,5,富邦-樹林,962E,16.0,103.0,-87.0,22.66,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4168,醣聯,buy,5,群益金鼎-大甲,918g,94.0,8.0,86.0,23.54,histock,https://histock.tw/stock/branch.aspx?no=4168&from=20260420&to=20260518
