snapshot_date,days,ranking_name,rank_no,stock_id,score,total_score,close,updated_at
2026-07-03,20,big_holder_increase,18,4533,50.11,24.37,30.85,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,19,2377,48.82,29.87,143.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,20,1314,55.92,25.28,9.88,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,21,2359,58.88,40.28,142.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,22,2449,47.11,29.7,335.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,23,4526,40.48,34.48,41.5,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,24,5269,56.54,33.8,1530.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,25,6584,47.17,18.5,707.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,26,3169,14.65,11.22,107.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,27,8476,3.07,-13.39,24.45,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,28,5493,21.35,19.54,93.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,29,3402,84.57,50.86,155.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,30,2634,63.78,33.84,60.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,31,6670,15.57,23.69,259.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,32,4977,-2.03,13.75,162.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,33,6224,42.8,10.91,86.4,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,34,3360,45.92,24.78,20.4,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,35,6190,34.75,7.69,85.8,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,36,3028,62.51,30.32,82.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,37,1312,44.7,18.68,15.1,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,38,3023,55.41,20.33,336.5,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,39,6438,32.46,9.72,165.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,40,5392,11.84,2.11,48.55,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,41,6206,57.65,46.66,132.5,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,42,1590,61.01,30.53,1440.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,43,4721,32.45,25.6,91.2,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,44,3624,48.04,18.94,155.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,45,2645,78.72,34.98,216.5,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,46,6226,33.01,8.46,24.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,47,2338,16.79,12.44,51.5,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,48,3014,34.2,12.31,160.0,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,49,3092,45.57,24.55,33.05,2026-07-05T15:35:27
2026-07-03,20,big_holder_increase,50,3033,46.97,29.93,50.4,2026-07-05T15:35:27
2026-07-03,20,chip_score,1,3596,79.06,63.45,197.5,2026-07-05T15:35:27
2026-07-03,20,chip_score,2,3227,92.11,63.25,235.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,3,6023,103.43,76.71,101.5,2026-07-05T15:35:27
2026-07-03,20,chip_score,4,2801,82.62,65.95,23.3,2026-07-05T15:35:27
2026-07-03,20,chip_score,5,9935,95.52,59.35,20.5,2026-07-05T15:35:27
2026-07-03,20,chip_score,6,2897,84.82,66.98,10.55,2026-07-05T15:35:27
2026-07-03,20,chip_score,7,2890,93.16,74.5,39.7,2026-07-05T15:35:27
2026-07-03,20,chip_score,8,6703,85.23,58.46,118.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,9,2845,72.06,59.82,13.15,2026-07-05T15:35:27
2026-07-03,20,chip_score,10,2892,83.21,59.42,32.4,2026-07-05T15:35:27
2026-07-03,20,chip_score,11,7828,70.81,49.47,2200.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,12,4766,76.74,59.94,370.5,2026-07-05T15:35:27
2026-07-03,20,chip_score,13,2832,93.09,68.76,56.9,2026-07-05T15:35:27
2026-07-03,20,chip_score,14,6526,70.0,54.75,706.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,15,1722,57.07,48.73,48.75,2026-07-05T15:35:27
2026-07-03,20,chip_score,16,9911,72.94,51.0,85.2,2026-07-05T15:35:27
2026-07-03,20,chip_score,17,2062,57.58,55.91,19.25,2026-07-05T15:35:27
2026-07-03,20,chip_score,18,6277,53.37,56.56,70.7,2026-07-05T15:35:27
2026-07-03,20,chip_score,19,6492,44.77,47.6,44.5,2026-07-05T15:35:27
2026-07-03,20,chip_score,20,1604,64.53,44.88,23.5,2026-07-05T15:35:27
2026-07-03,20,chip_score,21,4961,61.26,48.14,173.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,22,5278,45.65,53.55,24.7,2026-07-05T15:35:27
2026-07-03,20,chip_score,23,4572,73.34,56.59,151.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,24,2247,30.68,37.78,237.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,25,6994,58.05,59.45,41.9,2026-07-05T15:35:27
2026-07-03,20,chip_score,26,5880,65.44,48.64,24.7,2026-07-05T15:35:27
2026-07-03,20,chip_score,27,9905,68.03,52.12,21.35,2026-07-05T15:35:27
2026-07-03,20,chip_score,28,2397,44.93,51.41,61.1,2026-07-05T15:35:27
2026-07-03,20,chip_score,29,8341,53.51,55.1,77.1,2026-07-05T15:35:27
2026-07-03,20,chip_score,30,8045,29.46,51.82,61.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,31,2812,65.16,51.77,20.4,2026-07-05T15:35:27
2026-07-03,20,chip_score,32,1732,49.19,43.89,26.75,2026-07-05T15:35:27
2026-07-03,20,chip_score,33,2228,44.47,45.14,87.7,2026-07-05T15:35:27
2026-07-03,20,chip_score,34,2707,60.03,46.41,180.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,35,2748,55.51,51.16,40.1,2026-07-05T15:35:27
2026-07-03,20,chip_score,36,9925,66.22,45.88,40.85,2026-07-05T15:35:27
2026-07-03,20,chip_score,37,3045,59.72,45.63,116.5,2026-07-05T15:35:27
2026-07-03,20,chip_score,38,1339,51.92,38.58,44.75,2026-07-05T15:35:27
2026-07-03,20,chip_score,39,3402,84.57,50.86,155.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,40,6122,68.3,36.34,51.5,2026-07-05T15:35:27
2026-07-03,20,chip_score,41,2030,63.24,50.24,19.25,2026-07-05T15:35:27
2026-07-03,20,chip_score,42,6409,57.38,43.61,1255.0,2026-07-05T15:35:27
2026-07-03,20,chip_score,43,4588,53.61,56.36,59.6,2026-07-05T15:35:27
2026-07-03,20,chip_score,44,1720,63.72,41.43,63.9,2026-07-05T15:35:27
2026-07-03,20,chip_score,45,2887,93.99,61.46,34.15,2026-07-05T15:35:27
2026-07-03,20,chip_score,46,2636,66.43,46.52,71.3,2026-07-05T15:35:27
2026-07-03,20,chip_score,47,2610,71.04,49.43,22.55,2026-07-05T15:35:27
2026-07-03,20,chip_score,48,1702,56.34,41.93,32.55,2026-07-05T15:35:27
2026-07-03,20,chip_score,49,2611,67.47,49.47,14.3,2026-07-05T15:35:27
2026-07-03,20,chip_score,50,2867,50.66,42.8,8.56,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,1,2303,-3.83,-22.33,170.5,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,2,2002,-23.66,-2.49,18.95,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,3,2887,93.99,61.46,34.15,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,4,1301,36.58,-6.28,62.1,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,5,2618,65.16,40.08,43.85,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,6,1314,55.92,25.28,9.88,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,7,2834,70.98,46.96,17.95,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,8,5880,65.44,48.64,24.7,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,9,2610,71.04,49.43,22.55,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,10,2609,-1.24,6.53,52.4,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,11,2882,6.44,4.01,93.6,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,12,1802,29.62,9.67,68.8,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,13,2867,50.66,42.8,8.56,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,14,2449,47.11,29.7,335.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,15,2812,65.16,51.77,20.4,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,16,2801,82.62,65.95,23.3,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,17,2891,16.34,-2.62,70.6,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,18,6005,-6.06,-4.91,38.15,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,19,3036,-2.53,1.83,221.5,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,20,2006,18.21,12.6,69.4,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,21,2885,26.45,9.56,67.2,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,22,6176,-36.98,-20.67,90.3,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,23,6213,80.24,49.96,394.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,24,1303,78.79,48.23,197.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,25,2401,55.25,32.0,33.45,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,26,1718,47.29,5.91,14.95,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,27,2634,63.78,33.84,60.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,28,2353,7.16,18.6,32.9,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,29,3711,34.36,0.93,682.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,30,2897,84.82,66.98,10.55,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,31,1714,61.36,37.32,22.75,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,32,2637,16.37,19.68,74.3,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,33,1312,44.7,18.68,15.1,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,34,2515,73.73,51.01,14.3,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,35,1313,67.83,32.56,14.3,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,36,8046,61.1,37.89,1185.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,37,1815,35.09,35.4,101.5,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,38,8033,67.22,33.85,204.5,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,39,1102,-7.66,-24.4,36.45,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,40,3264,67.52,25.73,247.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,41,5483,57.8,17.7,210.5,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,42,1326,52.13,9.29,68.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,43,1909,56.29,40.83,10.3,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,44,5347,43.34,23.65,193.5,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,45,6919,-43.54,-15.99,99.7,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,46,2890,93.16,74.5,39.7,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,47,2606,43.5,48.66,61.8,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,48,2501,35.36,37.89,24.25,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,49,3715,22.7,36.99,172.0,2026-07-05T15:35:27
2026-07-03,20,foreign_buy,50,3035,25.23,17.17,222.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,1,2887,93.99,61.46,34.15,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,2,2890,93.16,74.5,39.7,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,3,2801,82.62,65.95,23.3,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,4,2610,71.04,49.43,22.55,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,5,1303,78.79,48.23,197.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,6,2812,65.16,51.77,20.4,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,7,6213,80.24,49.96,394.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,8,3045,59.72,45.63,116.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,9,2401,55.25,32.0,33.45,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,10,2634,63.78,33.84,60.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,11,8046,61.1,37.89,1185.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,12,2897,84.82,66.98,10.55,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,13,5347,43.34,23.65,193.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,14,1714,61.36,37.32,22.75,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,15,5483,57.8,17.7,210.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,16,1815,35.09,35.4,101.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,17,6191,52.6,38.29,108.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,18,1326,52.13,9.29,68.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,19,2501,35.36,37.89,24.25,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,20,3715,22.7,36.99,172.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,21,3035,25.23,17.17,222.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,22,2388,34.39,34.82,71.2,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,23,6257,69.33,24.9,254.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,24,2547,79.52,51.63,11.55,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,25,6962,44.7,44.54,38.9,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,26,9933,25.66,27.61,40.95,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,27,2323,34.81,21.39,12.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,28,1785,96.67,47.38,156.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,29,3227,92.11,63.25,235.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,30,1717,48.65,14.74,81.6,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,31,2615,44.79,29.2,82.8,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,32,2316,54.91,23.75,221.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,33,3596,79.06,63.45,197.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,34,2646,42.11,46.07,21.3,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,35,2436,48.37,36.07,75.9,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,36,4532,63.75,24.15,29.1,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,37,6446,84.72,62.38,1395.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,38,1810,63.97,24.39,23.25,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,39,6202,32.05,13.49,67.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,40,2363,39.83,25.68,70.6,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,41,6509,64.52,16.05,55.6,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,42,5534,62.97,56.72,80.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,43,6491,86.56,44.73,372.5,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,44,6409,57.38,43.61,1255.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,45,1907,60.69,39.08,28.15,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,46,8996,48.41,32.31,1380.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,47,1229,49.19,29.28,43.75,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,48,5434,79.69,46.9,531.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,49,2493,26.21,12.28,314.0,2026-07-05T15:35:27
2026-07-03,20,foreign_trust_same_buy,50,3402,84.57,50.86,155.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,1,1303,78.79,48.23,197.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,2,6213,80.24,49.96,394.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,3,1714,61.36,37.32,22.75,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,4,6182,53.91,10.77,163.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,5,6257,69.33,24.9,254.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,6,3374,55.75,20.17,313.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,7,6446,84.72,62.38,1395.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,8,6488,45.45,12.39,1255.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,9,2484,48.77,-5.34,96.4,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,10,3026,66.39,15.69,988.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,11,8096,27.4,5.0,157.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,12,2383,87.29,44.21,6080.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,13,2483,29.95,1.75,67.1,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,14,4551,17.52,-6.88,265.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,15,2243,46.72,22.12,65.9,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,16,6174,50.28,7.51,61.8,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,17,6223,74.79,39.62,7380.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,18,8182,44.95,-2.69,59.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,19,3532,29.23,3.69,440.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,20,2345,57.8,21.88,2735.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,21,1718,47.29,5.91,14.95,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,22,6196,68.79,32.52,588.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,23,2059,55.16,20.38,8000.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,24,1326,52.13,9.29,68.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,25,5483,57.8,17.7,210.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,26,2428,65.44,24.63,342.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,27,7610,64.44,39.18,2550.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,28,2434,32.28,-3.08,57.7,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,29,3055,54.62,14.12,152.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,30,6509,64.52,16.05,55.6,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,31,4952,44.62,7.77,60.1,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,32,2887,93.99,61.46,34.15,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,33,5904,55.29,21.17,721.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,34,1444,54.2,20.4,9.95,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,35,1301,36.58,-6.28,62.1,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,36,2236,56.96,22.13,184.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,37,3141,77.37,28.79,82.7,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,38,3594,58.15,29.61,58.7,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,39,1515,39.24,-2.31,42.0,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,40,2645,78.72,34.98,216.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,41,2103,85.44,41.15,23.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,42,2527,43.37,12.28,41.2,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,43,8109,95.81,51.22,140.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,44,3213,76.48,49.57,142.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,45,2890,93.16,74.5,39.7,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,46,8033,67.22,33.85,204.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,47,8476,3.07,-13.39,24.45,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,48,3022,33.83,17.65,87.1,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,49,6491,86.56,44.73,372.5,2026-07-05T15:35:27
2026-07-03,20,high_52w_inst_buy,50,4771,78.84,46.98,215.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,1,2887,93.99,61.46,34.15,2026-07-05T15:35:27
2026-07-03,20,inst_buy,2,2890,93.16,74.5,39.7,2026-07-05T15:35:27
2026-07-03,20,inst_buy,3,2892,83.21,59.42,32.4,2026-07-05T15:35:27
2026-07-03,20,inst_buy,4,2801,82.62,65.95,23.3,2026-07-05T15:35:27
2026-07-03,20,inst_buy,5,2618,65.16,40.08,43.85,2026-07-05T15:35:27
2026-07-03,20,inst_buy,6,2610,71.04,49.43,22.55,2026-07-05T15:35:27
2026-07-03,20,inst_buy,7,1314,55.92,25.28,9.88,2026-07-05T15:35:27
2026-07-03,20,inst_buy,8,1303,78.79,48.23,197.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,9,2834,70.98,46.96,17.95,2026-07-05T15:35:27
2026-07-03,20,inst_buy,10,2883,30.24,15.05,28.45,2026-07-05T15:35:27
2026-07-03,20,inst_buy,11,5880,65.44,48.64,24.7,2026-07-05T15:35:27
2026-07-03,20,inst_buy,12,2884,43.81,38.55,33.7,2026-07-05T15:35:27
2026-07-03,20,inst_buy,13,1301,36.58,-6.28,62.1,2026-07-05T15:35:27
2026-07-03,20,inst_buy,14,2845,72.06,59.82,13.15,2026-07-05T15:35:27
2026-07-03,20,inst_buy,15,1402,39.11,27.74,29.1,2026-07-05T15:35:27
2026-07-03,20,inst_buy,16,1802,29.62,9.67,68.8,2026-07-05T15:35:27
2026-07-03,20,inst_buy,17,2867,50.66,42.8,8.56,2026-07-05T15:35:27
2026-07-03,20,inst_buy,18,2812,65.16,51.77,20.4,2026-07-05T15:35:27
2026-07-03,20,inst_buy,19,2886,40.93,23.82,45.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy,20,6213,80.24,49.96,394.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,21,2449,47.11,29.7,335.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,22,2377,48.82,29.87,143.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,23,2382,47.22,49.85,377.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,24,1216,51.7,40.27,76.3,2026-07-05T15:35:27
2026-07-03,20,inst_buy,25,2408,42.93,24.05,409.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy,26,3045,59.72,45.63,116.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy,27,2401,55.25,32.0,33.45,2026-07-05T15:35:27
2026-07-03,20,inst_buy,28,1718,47.29,5.91,14.95,2026-07-05T15:35:27
2026-07-03,20,inst_buy,29,2634,63.78,33.84,60.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,30,8046,61.1,37.89,1185.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,31,2897,84.82,66.98,10.55,2026-07-05T15:35:27
2026-07-03,20,inst_buy,32,5347,43.34,23.65,193.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy,33,2542,49.29,50.82,43.65,2026-07-05T15:35:27
2026-07-03,20,inst_buy,34,1714,61.36,37.32,22.75,2026-07-05T15:35:27
2026-07-03,20,inst_buy,35,2882,6.44,4.01,93.6,2026-07-05T15:35:27
2026-07-03,20,inst_buy,36,5483,57.8,17.7,210.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy,37,1312,44.7,18.68,15.1,2026-07-05T15:35:27
2026-07-03,20,inst_buy,38,2881,21.6,11.73,121.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,39,2515,73.73,51.01,14.3,2026-07-05T15:35:27
2026-07-03,20,inst_buy,40,1313,67.83,32.56,14.3,2026-07-05T15:35:27
2026-07-03,20,inst_buy,41,1815,35.09,35.4,101.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy,42,6191,52.6,38.29,108.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,43,8033,67.22,33.85,204.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy,44,6182,53.91,10.77,163.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,45,1326,52.13,9.29,68.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,46,1909,56.29,40.83,10.3,2026-07-05T15:35:27
2026-07-03,20,inst_buy,47,2501,35.36,37.89,24.25,2026-07-05T15:35:27
2026-07-03,20,inst_buy,48,1210,48.84,25.6,58.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,49,3715,22.7,36.99,172.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy,50,3035,25.23,17.17,222.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,1,8047,5.7,17.65,47.05,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,2,5324,30.79,36.16,12.15,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,3,2006,18.21,12.6,69.4,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,4,6491,86.56,44.73,372.5,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,5,4130,52.51,48.74,27.8,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,6,1702,56.34,41.93,32.55,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,7,1439,34.43,33.6,24.1,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,8,4736,59.38,36.6,126.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,9,2707,60.03,46.41,180.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,10,1227,60.33,46.7,30.0,2026-07-05T15:35:27
2026-07-03,20,inst_buy_volume,11,4506,59.07,38.29,123.5,2026-07-05T15:35:27
