latest_date,stock_id,name,market,observed_days,close,5d_avg_price,close_vs_avg_pct,5d_volume_lot,5d_foreign_net_lot,5d_trust_net_lot,5d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,top_buy_branch_name,top_buy_branch_net_lot,top_buy_branch_avg_price,top_sell_branch_name,top_sell_branch_net_lot,top_sell_branch_avg_price,branch_score,chip_score,total_score
2026-04-24,2455,全新,TWSE,5,346.0,342.5385,1.01,18517.54,2015.8,1275.0,3290.8,10.89,6.89,5,0,5,0,680.06,251.0,,,,,,,0.0,77.71,77.71
2026-04-24,6488,環球晶,TPEX,5,582.0,581.1223,0.15,50624.0,9065.98,3069.16,12135.14,17.91,6.06,5,0,1,0,1269.37,759.33,,,,,,,0.0,65.66,65.66
2026-04-24,2356,英業達,TWSE,5,48.1,47.1373,2.04,184501.34,47771.78,8487.94,56259.72,25.89,4.6,1,0,4,0,15936.12,3358.52,,,,,,,0.0,61.5,61.5
2026-04-24,3653,健策,TWSE,5,5370.0,5286.8861,1.57,5866.9,97.73,754.03,851.76,1.67,12.85,1,0,5,0,201.62,1.21,,,,,,,0.0,60.45,60.45
2026-04-24,5904,寶雅,TPEX,5,540.0,533.9176,1.14,2500.0,275.86,219.5,495.36,11.03,8.78,1,0,0,2,57.0,-3.0,,,,,,,0.0,56.95,56.95
2026-04-24,3231,緯創,TWSE,5,141.5,141.3568,0.1,319793.32,69138.27,5625.07,74763.34,21.62,1.76,1,0,5,0,8434.61,1416.89,,,,,,,0.0,56.9,56.9
2026-04-24,2867,三商壽,TWSE,5,7.82,7.8752,-0.7,50096.81,20991.2,26.0,21017.2,41.9,0.05,5,0,1,0,1788.0,26.0,,,,,,,0.0,50.63,50.63
2026-04-24,2208,台船,TWSE,5,20.3,20.7034,-1.95,17791.34,3296.72,-32.0,3264.72,18.53,-0.18,5,0,1,0,246.92,4.0,,,,,,,0.0,50.05,50.05
2026-04-24,2420,新巨,TWSE,5,55.4,55.4705,-0.13,1696.57,359.07,9.04,368.11,21.16,0.53,5,0,0,0,44.07,0.0,,,,,,,0.0,49.33,49.33
2026-04-24,2024,志聯,TWSE,5,14.4,14.4403,-0.28,101.01,25.0,0.0,25.0,24.75,0.0,5,0,0,0,2.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,2849,安泰銀,TWSE,5,13.8,14.0448,-1.74,581.7,371.0,0.0,371.0,63.78,0.0,5,0,0,0,10.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,3003,健和興,TWSE,5,54.0,55.3274,-2.4,5156.36,862.0,0.0,862.0,16.72,0.0,5,0,0,0,21.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,4131,浩泰,TPEX,5,35.7,35.2679,1.23,344.0,114.0,0.0,114.0,33.14,0.0,5,0,0,0,5.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,4572,駐龍,TWSE,5,147.5,146.6194,0.6,150.78,43.0,0.0,43.0,28.52,0.0,5,0,0,0,7.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,4737,華廣,TWSE,5,61.8,63.0715,-2.02,942.29,242.49,0.0,242.49,25.73,0.0,5,0,0,0,45.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,4942,嘉彰,TWSE,5,38.2,38.4735,-0.71,661.39,108.0,0.0,108.0,16.33,0.0,5,0,0,0,6.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,5538,東明-KY,TWSE,5,31.8,32.0945,-0.92,127.77,45.0,0.0,45.0,35.22,0.0,5,0,0,0,2.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,6015,宏遠證,TPEX,5,13.65,13.4517,1.47,11810.0,3392.0,0.0,3392.0,28.72,0.0,5,0,0,0,1809.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,6151,晉倫,TPEX,5,35.3,35.9926,-1.92,2829.0,563.0,0.0,563.0,19.9,0.0,5,0,0,0,14.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,6166,凌華,TWSE,5,76.0,77.3794,-1.78,11450.06,2012.85,0.0,2012.85,17.58,0.0,5,0,0,0,141.1,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,6277,宏正,TWSE,5,69.9,71.7288,-2.55,1907.61,298.0,0.0,298.0,15.62,0.0,5,0,0,0,8.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,6918,愛派司,TWSE,5,74.0,73.9337,0.09,467.74,95.0,0.0,95.0,20.31,0.0,5,0,0,0,6.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,9937,全國,TWSE,5,56.4,57.0219,-1.09,256.18,80.0,0.0,80.0,31.23,0.0,5,0,0,0,12.0,0.0,,,,,,,0.0,48.0,48.0
2026-04-24,3266,昇陽,TWSE,5,13.55,13.7884,-1.73,520.37,78.0,0.0,78.0,14.99,0.0,5,0,0,0,5.0,0.0,,,,,,,0.0,47.99,47.99
2026-04-24,6728,上洋,TPEX,5,118.0,118.2526,-0.21,194.0,28.0,0.0,28.0,14.43,0.0,5,0,0,0,17.0,0.0,,,,,,,0.0,47.55,47.55
2026-04-24,8080,泰霖,TPEX,5,28.45,28.6288,-0.62,252.0,35.0,0.0,35.0,13.89,0.0,5,0,0,0,10.0,0.0,,,,,,,0.0,47.11,47.11
2026-04-24,2945,三商家購,TWSE,5,41.7,41.5024,0.48,160.72,21.0,0.0,21.0,13.07,0.0,5,0,0,0,12.0,0.0,,,,,,,0.0,46.45,46.45
2026-04-24,6146,耕興,TPEX,5,225.0,222.4356,1.15,3763.0,992.3,2.52,994.82,26.37,0.07,0,1,4,0,-149.2,0.1,,,,,,,0.0,46.17,46.17
2026-04-24,2712,遠雄來,TWSE,5,17.2,17.4617,-1.5,135.63,17.0,0.0,17.0,12.53,0.0,5,0,0,0,1.0,0.0,,,,,,,0.0,46.03,46.03
2026-04-24,3528,安馳,TWSE,5,76.3,74.7037,2.14,2617.01,436.0,0.0,436.0,16.66,0.0,4,0,0,0,50.0,0.0,,,,,,,0.0,46.0,46.0
2026-04-24,6115,鎰勝,TWSE,5,48.05,47.9255,0.26,1087.29,209.0,0.0,209.0,19.22,0.0,4,0,0,0,98.0,0.0,,,,,,,0.0,46.0,46.0
2026-04-24,5288,豐祥-KY,TWSE,5,169.5,170.8223,-0.77,2226.9,277.6,0.0,277.6,12.47,0.0,5,0,0,0,63.2,0.0,,,,,,,0.0,45.97,45.97
2026-04-24,6237,驊訊,TPEX,5,39.45,40.3127,-2.14,2852.0,344.0,0.0,344.0,12.06,0.0,5,0,0,0,76.0,0.0,,,,,,,0.0,45.65,45.65
2026-04-24,1773,勝一,TWSE,5,175.5,170.5714,2.89,19919.76,3545.39,20.09,3565.48,17.8,0.1,2,0,1,0,89.53,22.09,,,,,,,0.0,44.75,44.75
2026-04-24,1723,中碳,TWSE,5,81.0,81.9407,-1.15,6507.26,1206.52,1.0,1207.52,18.54,0.02,2,0,1,0,27.06,1.0,,,,,,,0.0,44.54,44.54
2026-04-24,6117,迎廣,TWSE,5,85.1,85.2534,-0.18,7289.94,762.7,0.0,762.7,10.46,0.0,5,0,0,0,239.0,0.0,,,,,,,0.0,44.37,44.37
2026-04-24,3376,新日興,TWSE,5,213.0,218.5332,-2.53,59720.12,5289.47,2733.0,8022.47,8.86,4.58,0,1,0,0,-2672.98,0.0,,,,,,,0.0,43.9,43.9
