as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,1,永豐金-新竹,9A97,,46.0,-45.0,52.57,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,1,富邦-台北,9623,39.0,1.0,38.0,52.51,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,2,第一金-光復,538C,,19.0,-19.0,52.53,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,2,富邦-嘉義,9692,34.0,2.0,32.0,52.72,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,3,犇亞-鑫豐,601d,10.0,27.0,-17.0,52.68,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,3,玉山-城中,884E,39.0,10.0,29.0,52.98,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,4,富邦-建國,9658,2.0,16.0,-14.0,52.77,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,4,群益金鼎-延平,918x,25.0,4.0,21.0,52.57,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,5,永豐金-新店,9A9i,,14.0,-14.0,52.85,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,5,高橋,5320,21.0,,21.0,52.55,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,6,新加坡商瑞銀,1650,3.0,16.0,-13.0,52.62,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,6,花旗環球,1590,22.0,5.0,17.0,52.69,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,7,凱基-台北,9268,34.0,46.0,-12.0,52.79,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,7,台新-大裕,9B2l,13.0,,13.0,52.89,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,8,康和-澎湖,845E,,11.0,-11.0,52.79,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,8,國泰-高雄,8881,13.0,,12.0,52.72,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,9,新光,8560,15.0,25.0,-10.0,52.71,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,9,凱基-桃園,9208,12.0,,12.0,52.59,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,sell,10,元大-士林,981j,,10.0,-10.0,52.75,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1730,花仙子,buy,10,台中銀,6110,14.0,2.0,11.0,52.76,histock,https://histock.tw/stock/branch.aspx?no=1730&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1731,美吾華,sell,1,元大-高雄,981m,,107.0,-106.0,21.66,histock,https://histock.tw/stock/branch.aspx?no=1731&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1731,美吾華,buy,1,玉山-嘉義,8848,86.0,,86.0,21.66,histock,https://histock.tw/stock/branch.aspx?no=1731&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1731,美吾華,sell,2,凱基-台北,9268,92.0,196.0,-104.0,21.66,histock,https://histock.tw/stock/branch.aspx?no=1731&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1731,美吾華,buy,2,凱基-基隆,920H,77.0,1.0,76.0,21.59,histock,https://histock.tw/stock/branch.aspx?no=1731&from=20260420&to=20260518
