as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,1,元大,9800,2.0,123.0,-121.0,58.35,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,1,凱基-台北,9268,373.0,28.0,344.0,59.01,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,2,永豐金,9A00,3.0,114.0,-110.0,57.76,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,2,元大-中壢,9834,48.0,,48.0,59.91,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,3,富邦,9600,,49.0,-49.0,60.13,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,3,永豐金-竹北,9A9P,35.0,,35.0,57.95,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,4,富邦-仁愛,9676,18.0,52.0,-34.0,58.95,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,4,新光,8560,28.0,8.0,20.0,58.9,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,5,華南永昌-大安,9307,,28.0,-28.0,60.6,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,5,富邦-南京,961C,19.0,,19.0,60.15,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,6,福邦-新竹,6489,,24.0,-24.0,59.37,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,6,元大-草屯,989E,20.0,1.0,19.0,60.37,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,7,美好-苗栗,5265,3.0,21.0,-18.0,59.37,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,7,富邦-台北,9623,16.0,2.0,13.0,58.01,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,8,國泰-敦南,8888,6.0,23.0,-16.0,59.2,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,8,玉山-台中,884B,13.0,,13.0,60.44,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,sell,9,國泰-新莊,8886,1.0,18.0,-16.0,58.71,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6961,旅天下,buy,9,元大-蘆洲,9857,14.0,,13.0,59.57,histock,https://histock.tw/stock/branch.aspx?no=6961&from=20260420&to=20260518
