latest_date,stock_id,name,market,observed_days,close,20d_avg_price,close_vs_avg_pct,20d_volume_lot,20d_foreign_net_lot,20d_trust_net_lot,20d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,top_buy_branch_name,top_buy_branch_net_lot,top_buy_branch_avg_price,top_sell_branch_name,top_sell_branch_net_lot,top_sell_branch_avg_price,branch_score,chip_score,confluence_score,confluence_inst_score,confluence_branch_score,confluence_price_score,confluence_streak_score,confluence_direction_score,revenue_momentum_score,selection_score,revenue_month,revenue_mom_pct,revenue_yoy_pct,revenue_cumulative_yoy_pct,inst_net_volume_pct,top_buy_branch_volume_pct,close_vs_top_buy_avg_pct,selection_reason,total_score
2026-04-27,6830,汎銓,TWSE,20,651.0,554.3505,17.43,40168.96,807.63,40.0,847.63,2.01,0.1,5,0,0,0,3.01,0.0,,,,,,,0.0,11.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,11.96
2026-04-27,4551,智伸科,TWSE,20,128.5,135.9565,-5.48,9987.15,737.64,84.0,821.64,7.39,0.84,1,0,0,0,65.0,0.0,,,,,,,0.0,28.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,28.46
2026-04-27,2305,全友,TWSE,20,15.9,17.6339,-9.83,106573.43,681.02,94.0,775.02,0.64,0.09,2,0,6,0,499.0,1.0,,,,,,,0.0,21.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,21.58
2026-04-27,6438,迅得,TWSE,20,171.0,178.4422,-4.17,70358.76,571.33,178.0,749.33,0.81,0.25,0,1,0,0,-23.61,0.0,,,,,,,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,4.11
2026-04-27,3055,蔚華科,TWSE,20,76.4,77.1632,-0.99,19637.61,742.36,6.59,748.94,3.78,0.03,1,0,0,0,148.0,0.0,,,,,,,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,18.7
2026-04-27,3038,全台,TWSE,20,22.7,22.6166,0.37,10823.77,472.79,272.22,745.01,4.37,2.52,1,0,0,7,15.0,-3.35,,,,,,,0.0,16.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,16.03
2026-04-27,1440,南紡,TWSE,20,12.7,13.1538,-3.45,35763.42,681.19,12.0,693.19,1.9,0.03,0,3,0,0,-187.43,0.0,,,,,,,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,2.44
2026-04-27,6510,精測,TPEX,20,3570.0,3623.744,-1.48,17345.0,27.11,588.24,615.35,0.16,3.39,2,0,0,3,73.5,-35.03,,,,,,,0.0,14.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,14.13
2026-04-27,6579,研揚,TWSE,20,117.0,117.7433,-0.63,4188.06,607.84,0.19,608.03,14.51,0.0,1,0,0,0,9.0,0.0,,,,,,,0.0,39.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,39.63
2026-04-27,6584,南俊國際,TPEX,20,690.0,714.7129,-3.46,17046.0,57.06,533.28,590.34,0.33,3.13,2,0,0,1,322.98,-260.0,,,,,,,0.0,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,15.76
2026-04-27,1590,亞德客-KY,TWSE,20,1410.0,1221.2611,15.45,27579.45,60.91,525.65,586.56,0.22,1.91,0,2,4,0,-119.16,304.56,,,,,,,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,8.91
2026-04-27,6664,群翊,TPEX,20,419.5,389.4585,7.71,53225.0,555.8,28.0,583.8,1.04,0.05,0,2,0,0,-66.0,0.0,,,,,,,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,-0.9
2026-04-27,6613,朋億*,TPEX,20,232.0,231.337,0.29,9050.0,494.38,13.03,507.42,5.46,0.14,3,0,0,10,38.0,-3.98,,,,,,,0.0,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,15.27
2026-04-27,6693,廣閎科,TPEX,20,136.5,137.428,-0.68,30363.0,325.18,180.0,505.18,1.07,0.59,0,1,0,0,-107.0,0.0,,,,,,,0.0,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,8.96
2026-04-27,6679,鈺太,TPEX,20,275.0,263.0083,4.56,11566.0,383.45,84.0,467.45,3.32,0.73,0,1,0,0,-71.0,0.0,,,,,,,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,9.68
2026-04-27,5904,寶雅,TPEX,20,522.0,515.9389,1.17,6420.0,75.68,384.33,460.0,1.18,5.99,0,1,0,3,-47.0,-6.32,,,,,,,0.0,19.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,19.56
2026-04-27,4585,達明,TWSE,20,309.0,307.7462,0.41,6396.72,387.08,3.16,390.25,6.05,0.05,2,0,0,0,44.9,0.0,,,,,,,0.0,27.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,27.11
2026-04-27,1735,日勝化,TWSE,20,26.75,28.5987,-6.46,41915.78,301.75,74.0,375.75,0.72,0.18,1,0,6,0,195.91,1.0,,,,,,,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,20.1
2026-04-27,5007,三星,TWSE,20,58.0,57.2179,1.37,2008.83,322.47,9.0,331.47,16.05,0.45,1,0,0,0,12.0,0.0,台灣企銀-岡山,200.0,58.4,台新-台南,-48.0,59.36,20.75,41.12,63.65,22.5,11.95,14.0,1.2,14.0,0.0,63.65,,,,,16.5,9.96,-0.68,外資與投信同買；前大買超分點約占成交 9.96%；收盤距區間均價 1.37%；收盤距分點均價 -0.68%；連買：外1 / 投0,61.87
2026-04-27,2440,太空梭,TWSE,20,17.0,15.7908,7.66,9541.62,306.68,2.0,308.68,3.21,0.02,4,0,0,0,82.0,0.0,,,,,,,0.0,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,17.07
2026-04-27,6231,系微,TPEX,20,319.0,296.6667,7.53,41026.0,256.49,40.0,296.49,0.63,0.1,0,2,0,0,-312.52,0.0,,,,,,,0.0,-1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,-1.93
2026-04-27,6944,兆聯實業,TWSE,20,937.0,896.4229,4.53,24713.91,7.9,252.59,260.49,0.03,1.02,0,1,0,2,-120.06,-0.41,,,,,,,0.0,-3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,資料不足或法人與分點未同向,-3.54
