as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,1,新光,8560,16.0,212.0,-196.0,57.99,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,1,富邦-南屯,9666,67.0,12.0,55.0,59.08,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,2,大昌,6460,,91.0,-91.0,59.02,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,2,新光-台中,8561,52.0,8.0,44.0,57.72,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,3,富邦-台北,9623,73.0,113.0,-40.0,59.12,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,3,國泰-敦南,8888,42.0,8.0,33.0,59.64,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,4,元大-高雄,981m,,30.0,-30.0,60.36,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,4,華南永昌-板橋,9349,32.0,1.0,31.0,61.55,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,5,華南永昌-世貿,9334,72.0,94.0,-22.0,59.83,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,5,富邦-新莊,962D,30.0,1.0,29.0,58.95,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,6,華南永昌-新莊,9305,1.0,18.0,-17.0,58.44,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,6,凱基-五股,921G,29.0,1.0,27.0,59.76,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,7,富邦-桃園,9665,2.0,18.0,-16.0,60.62,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,7,中國信託-永康,6163,42.0,17.0,25.0,59.43,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,8,群益金鼎-開元,9134,,16.0,-16.0,59.86,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,8,群益金鼎-忠孝,918W,22.0,,21.0,57.01,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,9,華南永昌-嘉義,9314,,15.0,-15.0,58.11,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,9,富邦-板橋,9655,29.0,9.0,19.0,59.53,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,sell,10,富邦-台南,9667,,15.0,-14.0,57.16,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6516,勤崴國際,buy,10,台新-高雄,9B1g,22.0,5.0,17.0,59.03,histock,https://histock.tw/stock/branch.aspx?no=6516&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6517,保勝光學,sell,1,凱基-台北,9268,268.0,422.0,-153.0,59.33,histock,https://histock.tw/stock/branch.aspx?no=6517&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6517,保勝光學,buy,1,群益金鼎-三民,9188,73.0,4.0,68.0,61.03,histock,https://histock.tw/stock/branch.aspx?no=6517&from=20260420&to=20260518
