as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,1,摩根大通,8440,866.0,1725.0,-859.0,14.2,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,1,國票,7790,283.0,52.0,230.0,13.81,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,2,美林,1440,562.0,1002.0,-440.0,13.72,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,2,台新-板橋,9B2b,346.0,119.0,226.0,13.97,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,3,新加坡商瑞銀,1650,550.0,884.0,-334.0,14.21,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,3,永豐金-鳳山,9A61,602.0,398.0,204.0,13.99,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,4,國票-台南,779D,27.0,352.0,-325.0,14.54,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,4,中國信託,6160,342.0,142.0,199.0,13.55,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,5,台新-大昌,9B2D,3.0,256.0,-253.0,13.35,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,5,聯邦-三重,8585,149.0,1.0,148.0,13.57,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,6,凱基-新莊,921S,88.0,340.0,-252.0,14.29,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,6,元大-北投,989A,183.0,37.0,145.0,14.21,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,7,台新-台中,9B1h,149.0,378.0,-229.0,13.69,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,7,合庫-高雄,1023,176.0,35.0,140.0,13.75,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,8,新光,8560,621.0,785.0,-163.0,13.98,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,8,中國信託-文心,6164,200.0,83.0,117.0,13.91,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,9,永豐金-台中,9A9L,23.0,186.0,-163.0,13.75,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,9,陽信-石牌,8711,103.0,6.0,97.0,13.69,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,sell,10,元大-林園,981K,9.0,155.0,-145.0,13.43,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1449,佳和,buy,10,永豐金-埔里,9A79,363.0,272.0,91.0,13.78,histock,https://histock.tw/stock/branch.aspx?no=1449&from=20260420&to=20260518
