as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,sell,1,台新-新興,9B2o,132.0,526.0,-394.0,32.95,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,buy,1,永豐金-台南,9A9h,596.0,51.0,544.0,34.99,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,sell,2,富邦-青埔,961N,,338.0,-338.0,34.41,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,buy,2,永豐金-新店,9A9i,507.0,41.0,466.0,35.88,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,sell,3,台新-新店,9B22,,175.0,-175.0,34.87,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,buy,3,永豐金-台中,9A9L,395.0,87.0,307.0,33.93,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,sell,4,元大-士林,981j,5.0,159.0,-154.0,35.6,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,buy,4,兆豐-台中港,7005,246.0,29.0,216.0,34.17,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,sell,5,台新-吉利,9B2W,,150.0,-150.0,30.98,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,buy,5,新光-高雄,8562,223.0,17.0,205.0,33.56,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,sell,6,凱基-板橋,920A,44.0,188.0,-144.0,33.53,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,buy,6,元大-高雄,981m,203.0,4.0,198.0,35.94,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,sell,7,第一金-自由,538E,15.0,159.0,-144.0,28.5,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,buy,7,富邦-員林,9672,328.0,178.0,150.0,34.21,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,9960,邁達康,sell,8,亞東-板橋,2181,2.0,144.0,-142.0,31.87,histock,https://histock.tw/stock/branch.aspx?no=9960&from=20260420&to=20260518
