as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,1,中國信託-新竹,6165,6.0,207.0,-201.0,22.76,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,1,華南永昌-板橋,9349,765.0,,765.0,20.63,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,2,凱基-士林,9238,15.0,197.0,-181.0,21.93,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,2,富邦-仁愛,9676,462.0,15.0,447.0,20.96,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,3,臺銀-高雄,104C,16.0,195.0,-179.0,22.2,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,3,元大-雙和,9874,167.0,40.0,126.0,21.04,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,4,元大-台中中港,989B,7.0,117.0,-110.0,19.14,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,4,凱基-台北,9268,1106.0,1008.0,98.0,21.02,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,5,中國信託-文心,6164,3.0,112.0,-109.0,21.37,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,5,台中銀-台北,6115,112.0,20.0,92.0,20.8,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,6,富邦-公益,961F,5.0,107.0,-102.0,20.46,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,6,富邦-宜蘭,9686,94.0,8.0,85.0,21.27,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,7,台灣摩根士丹利,1470,152.0,233.0,-81.0,21.19,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,7,兆豐-忠孝,700a,117.0,36.0,81.0,20.42,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,8,國票-長城,779u,8.0,81.0,-73.0,20.65,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,8,臺銀-臺南,1042,86.0,13.0,73.0,23.21,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,9,玉山-板橋,8846,15.0,87.0,-72.0,22.21,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,9,元大-北三重,989V,69.0,6.0,63.0,20.71,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,sell,10,元大-台北,980h,47.0,110.0,-63.0,20.7,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8059,凱碩,buy,10,凱基-湖口,920N,84.0,29.0,55.0,21.34,histock,https://histock.tw/stock/branch.aspx?no=8059&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,1,凱基,9200,1003.0,2183.0,-1180.0,106.4,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,buy,1,富邦,9600,12474.0,10237.0,2237.0,95.96,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,2,凱基-台北,9268,14854.0,15940.0,-1085.0,88.9,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,buy,2,台灣摩根士丹利,1470,8167.0,6705.0,1462.0,95.52,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,3,美商高盛,1480,1228.0,1891.0,-663.0,109.92,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,buy,3,港商野村,1560,6333.0,5021.0,1312.0,90.37,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,4,新加坡商瑞銀,1650,8196.0,8632.0,-436.0,89.21,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,buy,4,永豐金-松山,9A91,1630.0,744.0,885.0,97.81,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,5,華南永昌,9300,1979.0,2410.0,-431.0,88.8,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,buy,5,摩根大通,8440,5437.0,4951.0,485.0,98.47,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,6,富邦-建國,9658,832.0,1257.0,-425.0,96.28,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,buy,6,富邦-虎尾,9697,615.0,140.0,474.0,109.22,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,7,華南永昌-麻豆,9308,213.0,627.0,-414.0,94.6,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,buy,7,永豐金-信義,9A9R,1011.0,675.0,336.0,98.73,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,8,花旗環球,1590,228.0,544.0,-316.0,100.44,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,buy,8,凱基-內埔,9225,388.0,53.0,335.0,102.97,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8064,東捷,sell,9,中國信託-嘉義,6168,519.0,786.0,-266.0,87.32,histock,https://histock.tw/stock/branch.aspx?no=8064&from=20260420&to=20260518
