as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,sell,1,凱基-站前,920F,,127.0,-126.0,36.64,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,buy,1,凱基-市府,920D,120.0,,120.0,35.37,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,sell,2,兆豐-大安,700j,,113.0,-113.0,35.09,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,buy,2,凱基-民權,921C,100.0,1.0,98.0,35.75,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,sell,3,台新-板橋,9B2b,,70.0,-69.0,35.08,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,buy,3,國泰-敦南,8888,126.0,69.0,57.0,36.06,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,sell,4,兆豐-新莊,700w,,42.0,-42.0,35.36,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,buy,4,群益金鼎-嘉義,918M,46.0,,45.0,35.19,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,sell,5,摩根大通,8440,1.0,22.0,-21.0,35.44,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,buy,5,國泰-板橋,888K,89.0,55.0,33.0,36.17,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,sell,6,台新-世貿,9B2u,,20.0,-20.0,35.38,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6593,台灣銘板,buy,6,致和,7030,20.0,,20.0,36.71,histock,https://histock.tw/stock/branch.aspx?no=6593&from=20260420&to=20260518
