as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,1,新加坡商瑞銀,1650,5898.0,9274.0,-3376.0,17.05,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,1,凱基-台北,9268,18142.0,14448.0,3693.0,17.06,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,2,摩根大通,8440,5271.0,7659.0,-2388.0,17.08,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,2,永豐金-板新,9A9J,3024.0,1994.0,1029.0,16.88,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,3,美商高盛,1480,15233.0,17616.0,-2383.0,17.03,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,3,大昌,6460,871.0,245.0,625.0,16.86,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,4,美林,1440,1642.0,3607.0,-1965.0,17.16,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,4,凱基-內湖,9287,616.0,12.0,603.0,17.15,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,5,台新-新竹,9B2G,1285.0,2048.0,-763.0,17.09,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,5,元大-大統,981z,634.0,88.0,546.0,16.97,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,6,德信-中正,6912,71.0,833.0,-761.0,16.89,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,6,亞東,2180,607.0,62.0,545.0,16.96,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,7,港商野村,1560,1579.0,2242.0,-663.0,17.1,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,7,富邦-左營,966F,521.0,28.0,492.0,17.03,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,8,富邦,9600,289.0,897.0,-607.0,16.75,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,8,玉山-新竹,884H,509.0,26.0,482.0,16.88,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,9,台新-松江,9B15,54.0,598.0,-543.0,17.38,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,9,元大-中壢,9834,853.0,394.0,459.0,17.03,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,sell,10,新光-台南,8564,123.0,644.0,-521.0,16.86,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1409,新纖,buy,10,兆豐-三民,700h,511.0,185.0,326.0,17.24,histock,https://histock.tw/stock/branch.aspx?no=1409&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1410,南染,sell,1,群益金鼎-天母,918P,,129.0,-129.0,32.01,histock,https://histock.tw/stock/branch.aspx?no=1410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1410,南染,buy,1,統一,5850,91.0,,91.0,27.92,histock,https://histock.tw/stock/branch.aspx?no=1410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1410,南染,sell,2,元大-大灣,9815,4.0,103.0,-99.0,28.71,histock,https://histock.tw/stock/branch.aspx?no=1410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1410,南染,buy,2,玉山-新莊,8842,62.0,,62.0,27.63,histock,https://histock.tw/stock/branch.aspx?no=1410&from=20260420&to=20260518
