as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,1,富邦,9600,16835.0,27284.0,-10449.0,89.79,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,1,凱基-台北,9268,118808.0,106876.0,11931.0,89.38,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,2,兆豐,7000,2815.0,8648.0,-5832.0,87.41,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,2,美商高盛,1480,97748.0,87934.0,9814.0,89.27,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,3,台灣摩根士丹利,1470,65064.0,70795.0,-5731.0,89.42,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,3,摩根大通,8440,50940.0,44618.0,6321.0,89.48,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,4,香港上海匯豐,8960,1195.0,6292.0,-5097.0,88.8,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,4,美林,1440,29131.0,24818.0,4312.0,89.56,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,5,國票-敦北法人,779c,1890.0,6814.0,-4923.0,91.0,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,5,合庫,1020,4805.0,1445.0,3359.0,86.9,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,6,中國信託,6160,5456.0,9796.0,-4340.0,90.81,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,6,元大,9800,152741.0,149400.0,3340.0,89.87,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,7,新加坡商瑞銀,1650,59938.0,64190.0,-4251.0,88.96,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,7,國泰,8880,11918.0,8790.0,3127.0,86.98,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,8,凱基-站前,920F,3325.0,7307.0,-3982.0,87.41,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,8,統一-城中,5854,10283.0,7662.0,2620.0,90.17,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,9,花旗環球,1590,8492.0,11836.0,-3343.0,89.32,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,9,台新-台北,9B20,5643.0,3277.0,2365.0,89.34,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,sell,10,群益金鼎,9100,11720.0,15051.0,-3330.0,89.07,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1303,南亞,buy,10,富邦-新店,9661,12338.0,10039.0,2299.0,89.75,histock,https://histock.tw/stock/branch.aspx?no=1303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,sell,1,合庫,1020,79.0,1510.0,-1431.0,14.83,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,buy,1,美商高盛,1480,7905.0,4709.0,3196.0,13.72,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,sell,2,永豐金-板新,9A9J,324.0,1588.0,-1263.0,13.58,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,buy,2,凱基-台北,9268,15203.0,13149.0,2053.0,13.93,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,sell,3,國泰-敦南,8888,2959.0,3741.0,-782.0,13.97,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,buy,3,新加坡商瑞銀,1650,6352.0,4757.0,1595.0,14.01,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,sell,4,永豐金-竹北,9A9P,217.0,976.0,-759.0,14.1,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,buy,4,富邦-斗六,962G,1360.0,133.0,1227.0,13.5,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,sell,5,新光-台中,8561,496.0,1150.0,-653.0,13.96,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,buy,5,群益金鼎-中港,9138,1227.0,163.0,1064.0,14.57,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,sell,6,合庫-彰化,1028,129.0,699.0,-570.0,13.37,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1304,台聚,buy,6,華南永昌-豐原,9366,1012.0,35.0,977.0,14.0,histock,https://histock.tw/stock/branch.aspx?no=1304&from=20260420&to=20260518
