latest_date,stock_id,name,market,close,1d_avg_price,close_vs_avg_pct,1d_volume_lot,1d_foreign_net_lot,1d_trust_net_lot,1d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,chip_score
2026-04-17,3285,微端,TPEX,28.2,28.1872,0.05,11.5,1.0,0.0,1.0,8.69,0.0,1,0,0,0,1.0,0.0,32.34
2026-04-17,1109,信大,TWSE,15.5,15.4432,0.37,185.02,15.85,0.0,15.85,8.57,0.0,1,0,0,0,15.85,0.0,31.99
2026-04-17,2606,裕民,TWSE,65.0,64.9616,0.06,7333.42,2896.19,-161.56,2734.64,39.49,-2.2,1,0,0,1,2896.19,-161.56,31.99
2026-04-17,2480,敦陽科,TWSE,140.5,140.8186,-0.23,220.06,40.53,-4.95,35.58,18.42,-2.25,1,0,0,1,40.53,-4.95,31.88
2026-04-17,1323,永裕,TWSE,21.0,21.0327,-0.16,170.49,14.46,0.0,14.46,8.48,0.0,1,0,0,0,14.46,0.0,31.74
2026-04-17,4506,崇友,TPEX,120.5,120.6796,-0.15,23.73,2.0,0.0,2.0,8.43,0.0,1,0,0,0,2.0,0.0,31.6
2026-04-17,6235,華孚,TWSE,45.7,45.748,-0.1,558.47,47.01,0.0,47.01,8.42,0.0,1,0,0,0,47.01,0.0,31.57
2026-04-17,5315,光聯,TPEX,23.2,23.2379,-0.16,539.24,45.0,0.0,45.0,8.35,0.0,1,0,0,0,45.0,0.0,31.37
2026-04-17,3444,利機,TPEX,83.0,80.9837,2.49,1454.81,121.0,0.0,121.0,8.32,0.0,1,0,0,0,121.0,0.0,31.29
2026-04-17,4909,新復興,TPEX,63.9,64.078,-0.28,2336.52,194.0,0.0,194.0,8.3,0.0,1,0,0,0,194.0,0.0,31.25
2026-04-17,2492,華新科,TWSE,147.0,149.7033,-1.81,17416.19,1283.23,6.0,1289.23,7.37,0.03,1,0,1,0,1283.23,6.0,31.24
2026-04-17,1533,車王電,TWSE,31.25,31.1095,0.45,114.37,9.49,0.0,9.49,8.3,0.0,1,0,0,0,9.49,0.0,31.23
2026-04-17,3691,碩禾,TPEX,125.0,123.0142,1.61,1256.12,104.2,0.0,104.2,8.3,0.0,1,0,0,0,104.2,0.0,31.23
2026-04-17,6201,亞弘電,TWSE,51.0,50.8672,0.26,65.65,5.44,0.0,5.44,8.29,0.0,1,0,0,0,5.44,0.0,31.2
2026-04-17,6854,錼創科技-KY創,TWSE,167.5,163.1986,2.64,2008.83,166.29,0.0,166.29,8.28,0.0,1,0,0,0,166.29,0.0,31.18
2026-04-17,2063,世鎧,TPEX,27.2,27.4663,-0.97,36.41,3.0,0.0,3.0,8.24,0.0,1,0,0,0,3.0,0.0,31.07
2026-04-17,7749,意騰-KY,TWSE,411.5,411.876,-0.09,183.26,15.0,0.0,15.0,8.19,0.0,1,0,0,0,15.0,0.0,30.92
2026-04-17,2478,大毅,TWSE,77.2,77.43,-0.3,12321.69,1113.26,-1.0,1112.26,9.03,-0.01,1,0,0,1,1113.26,-1.0,30.77
2026-04-17,2482,連宇,TWSE,17.7,17.7196,-0.11,567.5,46.09,0.0,46.09,8.12,0.0,1,0,0,0,46.09,0.0,30.74
2026-04-17,3284,太普高,TPEX,18.8,18.7849,0.08,185.82,15.0,0.0,15.0,8.07,0.0,1,0,0,0,15.0,0.0,30.6
2026-04-17,2845,遠東銀,TWSE,12.65,12.6283,0.17,5326.02,513.84,-34.0,479.84,9.65,-0.64,1,0,0,1,513.84,-34.0,30.41
2026-04-17,6829,千附精密,TPEX,197.0,192.5358,2.32,4232.69,338.77,0.0,338.77,8.0,0.0,1,0,0,0,338.77,0.0,30.41
2026-04-17,4532,瑞智,TWSE,24.6,24.5264,0.3,1085.51,136.25,-16.9,119.35,12.55,-1.56,1,0,0,1,136.25,-16.9,30.4
2026-04-17,4938,和碩,TWSE,83.0,82.9066,0.11,26603.95,10849.18,-761.79,10087.4,40.78,-2.86,1,0,0,1,10849.18,-761.79,30.34
2026-04-17,3055,蔚華科,TWSE,68.2,67.2462,1.42,1071.68,85.26,0.0,85.26,7.96,0.0,1,0,0,0,85.26,0.0,30.28
2026-04-17,5432,新門,TPEX,130.0,131.7175,-1.3,87.96,7.0,0.0,7.0,7.96,0.0,1,0,0,0,7.0,0.0,30.28
2026-04-17,3122,笙泉,TPEX,25.9,25.6462,0.99,165.82,12.99,0.0,12.99,7.83,0.0,1,0,0,0,12.99,0.0,29.93
2026-04-17,6526,達發,TWSE,506.0,503.4073,0.52,447.47,49.35,-6.0,43.35,11.03,-1.34,1,0,0,1,49.35,-6.0,29.9
2026-04-17,2497,怡利電,TWSE,56.1,56.5386,-0.78,912.2,91.3,-10.0,81.3,10.01,-1.1,1,0,0,1,91.3,-10.0,29.89
2026-04-17,6139,亞翔,TWSE,723.0,696.9101,3.74,9661.48,2099.61,-65.15,2034.46,21.73,-0.67,1,0,0,1,2099.61,-65.15,29.81
2026-04-17,5481,新華,TPEX,22.6,22.7929,-0.85,577.91,45.0,0.0,45.0,7.79,0.0,1,0,0,0,45.0,0.0,29.8
2026-04-17,3231,緯創,TWSE,136.5,135.6406,0.63,36847.54,11007.02,-1164.52,9842.49,29.87,-3.16,1,0,0,1,11007.02,-1164.52,29.6
2026-04-17,2405,輔信,TWSE,15.75,15.8183,-0.43,1608.08,123.71,0.0,123.71,7.69,0.0,1,0,0,0,123.71,0.0,29.54
2026-04-17,4175,杏一,TPEX,55.4,55.1898,0.38,26.08,2.0,0.0,2.0,7.67,0.0,1,0,0,0,2.0,0.0,29.47
2026-04-17,6754,匯僑設計,TWSE,47.0,46.9811,0.04,17.11,10.33,-0.56,9.77,60.34,-3.24,1,0,0,1,10.33,-0.56,29.39
2026-04-17,1802,台玻,TWSE,74.2,72.9739,1.68,346753.09,26413.02,0.0,26413.02,7.62,0.0,1,0,0,0,26413.02,0.0,29.33
2026-04-17,2801,彰銀,TWSE,21.6,21.4155,0.86,19141.76,6123.93,-627.0,5496.93,31.99,-3.28,1,0,0,1,6123.93,-627.0,29.31
2026-04-17,8064,東捷,TPEX,78.0,78.2582,-0.33,17945.56,1363.5,0.0,1363.5,7.6,0.0,1,0,0,0,1363.5,0.0,29.27
2026-04-17,1101,台泥,TWSE,25.1,25.0063,0.37,18202.33,1666.0,-109.0,1557.0,9.15,-0.6,1,0,0,1,1666.0,-109.0,29.15
2026-04-17,3167,大量,TWSE,685.0,700.0116,-2.14,603.53,60.45,-8.0,52.45,10.02,-1.33,1,0,0,1,60.45,-8.0,29.14
2026-04-17,3687,歐買尬,TPEX,69.1,69.0577,0.06,66.29,5.0,0.0,5.0,7.54,0.0,1,0,0,0,5.0,0.0,29.12
2026-04-17,3035,智原,TWSE,159.0,160.0535,-0.66,5268.7,446.52,-2.0,444.52,8.47,-0.04,1,0,0,1,446.52,-2.0,29.1
2026-04-17,7740,熙特爾-創,TWSE,178.0,179.1832,-0.66,106.38,8.0,0.0,8.0,7.52,0.0,1,0,0,0,8.0,0.0,29.06
2026-04-17,8040,九暘,TPEX,62.4,62.5771,-0.28,1759.93,132.0,0.0,132.0,7.5,0.0,1,0,0,0,132.0,0.0,29.0
2026-04-17,4190,佐登-KY,TWSE,27.0,26.9907,0.03,44.08,3.3,0.0,3.3,7.49,0.0,1,0,0,0,3.3,0.0,28.98
2026-04-17,4924,欣厚-KY,TPEX,10.1,10.038,0.62,107.07,8.0,0.0,8.0,7.47,0.0,1,0,0,0,8.0,0.0,28.92
2026-04-17,4958,臻鼎-KY,TWSE,282.0,274.1853,2.85,42796.31,4216.79,-545.0,3671.79,9.85,-1.27,1,0,0,1,4216.79,-545.0,28.89
2026-04-17,1605,華新,TWSE,32.3,31.997,0.95,15798.13,3189.13,-547.48,2641.65,20.19,-3.47,1,0,0,1,3189.13,-547.48,28.84
2026-04-17,8403,盛弘,TPEX,22.2,22.3373,-0.61,228.46,17.0,0.0,17.0,7.44,0.0,1,0,0,0,17.0,0.0,28.83
2026-04-17,1815,富喬,TPEX,127.0,123.1088,3.16,128213.67,14685.28,-0.96,14684.32,11.45,-0.0,1,0,0,1,14685.28,-0.96,28.66
2026-04-17,5903,全家,TPEX,191.0,190.24,0.4,27.11,2.0,0.0,2.0,7.38,0.0,1,0,0,0,2.0,0.0,28.66
2026-04-17,8436,大江,TPEX,125.0,125.3265,-0.26,907.15,113.0,-18.96,94.04,12.46,-2.09,1,0,0,1,113.0,-18.96,28.57
2026-04-17,5904,寶雅,TPEX,510.0,507.6338,0.47,743.88,42.08,5.0,47.08,5.66,0.67,1,0,1,0,42.08,5.0,28.56
2026-04-17,2752,豆府,TPEX,191.5,191.2403,0.14,27.34,2.0,0.0,2.0,7.32,0.0,1,0,0,0,2.0,0.0,28.48
2026-04-17,6126,信音,TPEX,33.25,33.5499,-0.89,1464.82,107.0,0.0,107.0,7.3,0.0,1,0,0,0,107.0,0.0,28.45
2026-04-17,2736,富野,TPEX,13.75,13.8626,-0.81,110.35,8.0,0.0,8.0,7.25,0.0,1,0,0,0,8.0,0.0,28.3
2026-04-17,6118,建達,TPEX,17.1,17.096,0.02,151.9,11.0,0.0,11.0,7.24,0.0,1,0,0,0,11.0,0.0,28.28
2026-04-17,1449,佳和,TWSE,14.4,14.4977,-0.67,1846.62,133.59,0.0,133.59,7.23,0.0,1,0,0,0,133.59,0.0,28.26
2026-04-17,6226,光鼎,TWSE,14.6,14.0641,3.81,7266.48,680.59,0.0,680.59,9.37,0.0,1,0,0,0,680.59,0.0,28.23
2026-04-17,5516,雙喜,TPEX,12.15,12.1015,0.4,69.49,5.0,0.0,5.0,7.2,0.0,1,0,0,0,5.0,0.0,28.15
2026-04-17,1558,伸興,TWSE,93.7,93.7956,-0.1,40.93,17.33,-1.53,15.8,42.34,-3.75,1,0,0,1,17.33,-1.53,28.14
2026-04-17,7717,萊德光電-KY,TPEX,875.0,876.5418,-0.18,791.58,26.06,20.0,46.06,3.29,2.53,1,0,1,0,26.06,20.0,28.06
2026-04-17,2468,華經,TWSE,34.9,35.0411,-0.4,243.31,17.34,0.0,17.34,7.13,0.0,1,0,0,0,17.34,0.0,27.96
2026-04-17,5245,智晶,TPEX,25.4,25.6582,-1.01,170.59,12.0,0.0,12.0,7.03,0.0,1,0,0,0,12.0,0.0,27.7
2026-04-17,8421,旭源,TPEX,13.5,13.4713,0.21,28.42,2.0,0.0,2.0,7.04,0.0,1,0,0,0,2.0,0.0,27.7
2026-04-17,4166,友霖,TPEX,25.8,25.5633,0.93,256.34,18.0,0.0,18.0,7.02,0.0,1,0,0,0,18.0,0.0,27.66
2026-04-17,3432,台端,TWSE,16.25,16.4059,-0.95,48.19,3.34,0.0,3.34,6.93,0.0,1,0,0,0,3.34,0.0,27.39
2026-04-17,3652,精聯,TWSE,28.0,27.9263,0.26,48.88,3.38,0.0,3.38,6.91,0.0,1,0,0,0,3.38,0.0,27.35
2026-04-17,6708,天擎,TPEX,39.3,38.5622,1.91,29.01,2.0,0.0,2.0,6.89,0.0,1,0,0,0,2.0,0.0,27.3
2026-04-17,5511,德昌,TPEX,70.5,70.7856,-0.4,348.48,24.0,0.0,24.0,6.89,0.0,1,0,0,0,24.0,0.0,27.28
2026-04-17,6494,九齊,TPEX,54.3,54.2203,0.15,276.31,19.0,0.0,19.0,6.88,0.0,1,0,0,0,19.0,0.0,27.25
2026-04-17,4188,安克,TPEX,12.05,12.0443,0.05,29.35,2.0,0.0,2.0,6.81,0.0,1,0,0,0,2.0,0.0,27.08
2026-04-17,4416,三圓,TPEX,15.1,14.8449,1.72,1222.1,83.0,0.0,83.0,6.79,0.0,1,0,0,0,83.0,0.0,27.02
2026-04-17,3529,力旺,TPEX,4075.0,3973.8418,2.55,1342.66,-50.35,125.86,75.51,-3.75,9.37,0,1,1,0,-50.35,125.86,26.93
2026-04-17,6292,迅德,TPEX,47.9,47.9832,-0.17,177.83,12.0,0.0,12.0,6.75,0.0,1,0,0,0,12.0,0.0,26.89
2026-04-17,6435,大中,TPEX,178.5,174.9904,2.01,2111.83,142.0,0.0,142.0,6.72,0.0,1,0,0,0,142.0,0.0,26.83
2026-04-17,2450,神腦,TWSE,30.25,30.1974,0.17,181.75,12.18,0.0,12.18,6.7,0.0,1,0,0,0,12.18,0.0,26.76
2026-04-17,6142,友勁,TWSE,9.23,9.2813,-0.55,654.96,43.58,0.0,43.58,6.65,0.0,1,0,0,0,43.58,0.0,26.63
2026-04-17,2458,義隆,TWSE,138.0,138.2777,-0.2,2832.93,1068.51,-123.92,944.59,37.72,-4.37,1,0,0,1,1068.51,-123.92,26.56
2026-04-17,5292,華懋,TWSE,230.5,230.0272,0.21,316.69,27.21,-3.0,24.21,8.59,-0.95,1,0,0,1,27.21,-3.0,26.43
2026-04-17,3535,晶彩科,TWSE,120.5,122.6699,-1.77,4788.96,314.84,0.0,314.84,6.57,0.0,1,0,0,0,314.84,0.0,26.41
2026-04-17,2483,百容,TWSE,22.95,22.599,1.55,237.09,15.54,0.0,15.54,6.55,0.0,1,0,0,0,15.54,0.0,26.35
2026-04-17,2328,廣宇,TWSE,45.6,45.6008,-0.0,2760.47,180.57,0.0,180.57,6.54,0.0,1,0,0,0,180.57,0.0,26.32
2026-04-17,5522,遠雄,TWSE,69.7,69.7991,-0.14,823.12,90.94,-20.0,70.94,11.05,-2.43,1,0,0,1,90.94,-20.0,26.32
2026-04-17,7703,銳澤,TPEX,230.5,232.1344,-0.7,367.83,24.0,0.0,24.0,6.52,0.0,1,0,0,0,24.0,0.0,26.27
2026-04-17,2457,飛宏,TWSE,24.75,24.7631,-0.05,2193.57,141.14,0.0,141.14,6.43,0.0,1,0,0,0,141.14,0.0,26.02
2026-04-17,2420,新巨,TWSE,55.1,55.0608,0.07,240.51,20.76,-2.77,17.99,8.63,-1.15,1,0,0,1,20.76,-2.77,25.87
2026-04-17,3363,上詮,TPEX,899.0,890.0077,1.01,6431.87,332.39,16.57,348.96,5.17,0.26,1,0,1,0,332.39,16.57,25.82
2026-04-17,6861,睿生光電,TWSE,161.5,160.6921,0.5,6252.02,397.1,0.0,397.1,6.35,0.0,1,0,0,0,397.1,0.0,25.78
2026-04-17,5493,三聯,TPEX,83.2,83.7815,-0.69,268.84,17.0,0.0,17.0,6.32,0.0,1,0,0,0,17.0,0.0,25.71
2026-04-17,2904,匯僑,TWSE,16.7,16.5664,0.81,69.41,4.38,0.0,4.38,6.31,0.0,1,0,0,0,4.38,0.0,25.68
2026-04-17,3416,融程電,TWSE,160.0,159.4478,0.35,331.02,20.89,0.0,20.89,6.31,0.0,1,0,0,0,20.89,0.0,25.67
2026-04-17,5227,立凱-KY,TPEX,22.2,22.2655,-0.29,142.76,9.0,0.0,9.0,6.3,0.0,1,0,0,0,9.0,0.0,25.65
2026-04-17,6732,昇佳電子,TPEX,158.0,157.6019,0.25,401.66,30.0,-1.0,29.0,7.47,-0.25,1,0,0,1,30.0,-1.0,25.59
2026-04-17,8021,尖點,TWSE,390.5,381.2025,2.44,4277.55,323.11,-15.0,308.11,7.55,-0.35,1,0,0,1,323.11,-15.0,25.49
2026-04-17,3663,鑫科,TPEX,70.3,71.4635,-1.63,2067.2,129.02,0.0,129.02,6.24,0.0,1,0,0,0,129.02,0.0,25.48
2026-04-17,2033,佳大,TWSE,16.65,16.6177,0.19,134.56,8.4,0.0,8.4,6.24,0.0,1,0,0,0,8.4,0.0,25.47
2026-04-17,2404,漢唐,TWSE,1025.0,987.2038,3.83,11342.32,3290.93,-274.0,3016.93,29.01,-2.42,1,0,0,1,3290.93,-274.0,25.46
2026-04-17,4560,強信-KY,TWSE,33.55,33.5363,0.04,193.67,12.08,0.0,12.08,6.24,0.0,1,0,0,0,12.08,0.0,25.46
2026-04-17,5536,聖暉*,TPEX,825.0,817.6328,0.9,3488.67,1834.35,-169.35,1665.0,52.58,-4.85,1,0,0,1,1834.35,-169.35,25.36
2026-04-17,6414,樺漢,TWSE,304.0,303.9234,0.03,1624.08,869.62,-79.0,790.62,53.55,-4.86,1,0,0,1,869.62,-79.0,25.34
2026-04-17,4137,麗豐-KY,TWSE,110.5,110.1086,0.36,85.93,5.29,0.0,5.29,6.15,0.0,1,0,0,0,5.29,0.0,25.22
2026-04-17,4441,振大環球,TWSE,194.5,193.9768,0.27,49.41,3.0,0.0,3.0,6.07,0.0,1,0,0,0,3.0,0.0,25.0
2026-04-17,6109,亞元,TPEX,11.95,11.9468,0.03,363.81,22.0,0.0,22.0,6.05,0.0,1,0,0,0,22.0,0.0,24.93
2026-04-17,3467,台灣精材,TPEX,59.3,57.9051,2.41,1190.41,71.0,0.0,71.0,5.96,0.0,1,0,0,0,71.0,0.0,24.7
2026-04-17,6933,AMAX-KY,TWSE,196.0,190.0026,3.16,1522.44,123.45,0.0,123.45,8.11,0.0,1,0,0,0,123.45,0.0,24.7
2026-04-17,2425,承啟,TWSE,30.2,30.7106,-1.66,427.58,25.48,0.0,25.48,5.96,0.0,1,0,0,0,25.48,0.0,24.68
2026-04-17,5215,科嘉-KY,TWSE,38.35,38.3206,0.08,36.35,2.16,0.0,2.16,5.94,0.0,1,0,0,0,2.16,0.0,24.65
2026-04-17,2501,國建,TWSE,24.45,24.3626,0.36,2267.46,90.76,20.0,110.76,4.0,0.88,1,0,1,0,90.76,20.0,24.62
2026-04-17,2357,華碩,TWSE,599.0,598.7043,0.05,5743.4,1472.42,-298.28,1174.15,25.64,-5.19,1,0,0,1,1472.42,-298.28,24.52
2026-04-17,4741,泓瀚,TPEX,58.3,58.7422,-0.75,253.78,14.94,0.0,14.94,5.89,0.0,1,0,0,0,14.94,0.0,24.48
2026-04-17,3045,台灣大,TWSE,112.5,111.2438,1.13,19150.99,9525.0,-1006.02,8518.98,49.74,-5.25,1,0,0,1,9525.0,-1006.02,24.37
2026-04-17,1506,正道,TWSE,11.15,11.1126,0.34,138.74,8.0,0.0,8.0,5.77,0.0,1,0,0,0,8.0,0.0,24.14
2026-04-17,8105,凌巨,TWSE,13.95,14.0,-0.36,2418.48,139.18,0.0,139.18,5.75,0.0,1,0,0,0,139.18,0.0,24.11
2026-04-17,7711,永擎,TWSE,301.0,300.9283,0.02,558.27,32.0,0.0,32.0,5.73,0.0,1,0,0,0,32.0,0.0,24.05
2026-04-17,8034,榮群,TPEX,25.4,25.5691,-0.66,576.52,33.0,0.0,33.0,5.72,0.0,1,0,0,0,33.0,0.0,24.03
2026-04-17,6425,易發,TPEX,85.9,83.9025,2.38,8051.0,460.0,0.0,460.0,5.71,0.0,1,0,0,0,460.0,0.0,24.0
2026-04-17,4702,中美實,TPEX,10.0,10.0611,-0.61,246.88,14.0,0.0,14.0,5.67,0.0,1,0,0,0,14.0,0.0,23.88
2026-04-17,5603,陸海,TPEX,16.8,16.7451,0.33,88.41,5.0,0.0,5.0,5.66,0.0,1,0,0,0,5.0,0.0,23.84
2026-04-17,6278,台表科,TWSE,157.0,154.6306,1.53,27549.29,5713.13,-1521.26,4191.86,20.74,-5.52,1,0,0,1,5713.13,-1521.26,23.7
2026-04-17,6185,幃翔,TPEX,14.05,14.0854,-0.25,71.55,4.0,0.0,4.0,5.59,0.0,1,0,0,0,4.0,0.0,23.65
2026-04-17,2027,大成鋼,TWSE,37.6,37.4831,0.31,11212.04,1269.64,-380.0,889.64,11.32,-3.39,1,0,0,1,1269.64,-380.0,23.37
2026-04-17,6609,瀧澤科,TPEX,38.8,38.816,-0.04,220.81,12.0,0.0,12.0,5.43,0.0,1,0,0,0,12.0,0.0,23.22
2026-04-17,8358,金居,TPEX,367.5,357.0499,2.93,40256.28,1322.36,427.63,1749.99,3.28,1.06,1,0,1,0,1322.36,427.63,23.2
2026-04-17,2412,中華電,TWSE,137.5,137.0463,0.33,9367.32,5320.08,-543.24,4776.84,56.79,-5.8,1,0,0,1,5320.08,-543.24,23.0
2026-04-17,3228,金麗科,TPEX,138.5,138.0636,0.32,597.75,32.0,0.0,32.0,5.35,0.0,1,0,0,0,32.0,0.0,22.99
2026-04-17,5478,智冠,TPEX,99.7,99.9185,-0.22,132.03,7.0,0.0,7.0,5.3,0.0,1,0,0,0,7.0,0.0,22.85
2026-04-17,6516,勤崴國際,TPEX,61.2,61.0051,0.32,37.8,2.0,0.0,2.0,5.29,0.0,1,0,0,0,2.0,0.0,22.81
2026-04-17,6168,宏齊,TWSE,28.8,29.0493,-0.86,23015.4,1208.51,0.0,1208.51,5.25,0.0,1,0,0,0,1208.51,0.0,22.7
2026-04-17,1436,華友聯,TWSE,52.8,52.8974,-0.18,264.08,13.69,0.0,13.69,5.18,0.0,1,0,0,0,13.69,0.0,22.52
2026-04-17,2301,光寶科,TWSE,162.0,161.9481,0.03,18876.84,5259.65,-1137.62,4122.03,27.86,-6.03,1,0,0,1,5259.65,-1137.62,22.43
2026-04-17,6279,胡連,TPEX,109.0,108.5499,0.41,688.65,80.39,-26.0,54.39,11.67,-3.78,1,0,0,1,80.39,-26.0,22.38
2026-04-17,3027,盛達,TWSE,19.4,19.4752,-0.39,381.15,19.5,0.0,19.5,5.12,0.0,1,0,0,0,19.5,0.0,22.32
2026-04-17,6643,M31,TPEX,506.0,505.654,0.07,2571.79,130.74,0.0,130.74,5.08,0.0,1,0,0,0,130.74,0.0,22.23
2026-04-17,2596,綠意,TPEX,32.3,31.9931,0.96,98.51,5.0,0.0,5.0,5.08,0.0,1,0,0,0,5.0,0.0,22.21
2026-04-17,2365,昆盈,TWSE,34.9,34.9872,-0.25,10831.84,541.1,0.0,541.1,5.0,0.0,1,0,0,0,541.1,0.0,21.99
2026-04-17,3693,營邦,TPEX,662.0,645.1023,2.62,3405.28,199.6,-0.05,199.55,5.86,-0.0,1,0,0,1,199.6,-0.05,21.91
2026-04-17,3211,順達,TPEX,359.0,354.1965,1.36,6407.14,458.05,-70.18,387.87,7.15,-1.1,1,0,0,1,458.05,-70.18,21.9
2026-04-17,6210,慶生,TPEX,20.7,20.7257,-0.12,61.16,3.0,0.0,3.0,4.91,0.0,1,0,0,0,3.0,0.0,21.73
2026-04-17,4930,燦星網,TWSE,19.2,19.1557,0.23,65.65,3.2,0.0,3.2,4.87,0.0,1,0,0,0,3.2,0.0,21.65
2026-04-17,3709,鑫聯大投控,TPEX,71.3,70.8878,0.58,2518.47,121.0,0.0,121.0,4.8,0.0,1,0,0,0,121.0,0.0,21.45
2026-04-17,3362,先進光,TPEX,113.0,112.073,0.83,815.76,39.0,0.0,39.0,4.78,0.0,1,0,0,0,39.0,0.0,21.39
2026-04-17,3532,台勝科,TWSE,188.5,190.0661,-0.82,821.54,39.17,0.0,39.17,4.77,0.0,1,0,0,0,39.17,0.0,21.35
2026-04-17,4107,邦特,TPEX,119.5,119.8837,-0.32,42.65,2.0,0.0,2.0,4.69,0.0,1,0,0,0,2.0,0.0,21.13
2026-04-17,1514,亞力,TWSE,114.0,112.9068,0.97,4660.47,217.37,0.0,217.37,4.66,0.0,1,0,0,0,217.37,0.0,21.06
2026-04-17,8261,富鼎,TWSE,127.5,124.003,2.82,10714.81,593.81,-1.0,592.81,5.54,-0.01,1,0,0,1,593.81,-1.0,20.99
2026-04-17,5434,崇越,TWSE,417.0,415.8286,0.28,695.75,188.52,-46.0,142.52,27.1,-6.61,1,0,0,1,188.52,-46.0,20.97
2026-04-17,2393,億光,TWSE,73.3,73.3737,-0.1,2270.34,236.1,-89.22,146.88,10.4,-3.93,1,0,0,1,236.1,-89.22,20.85
2026-04-17,6016,康和證,TPEX,17.2,17.0783,0.71,3979.96,182.0,0.0,182.0,4.57,0.0,1,0,0,0,182.0,0.0,20.8
2026-04-17,3522,御嵿,TPEX,13.15,13.0632,0.66,131.73,6.0,0.0,6.0,4.55,0.0,1,0,0,0,6.0,0.0,20.75
2026-04-17,5014,建錩,TPEX,10.2,10.1386,0.61,175.65,8.0,0.0,8.0,4.55,0.0,1,0,0,0,8.0,0.0,20.75
2026-04-17,6505,台塑化,TWSE,54.9,55.026,-0.23,9742.36,548.18,-15.05,533.13,5.63,-0.15,1,0,0,1,548.18,-15.05,20.75
2026-04-17,1475,業旺,TWSE,28.35,28.2138,0.48,29.66,1.33,0.0,1.33,4.48,0.0,1,0,0,0,1.33,0.0,20.53
2026-04-17,8349,恒耀,TPEX,45.15,44.8621,0.64,333.2,14.89,0.0,14.89,4.47,0.0,1,0,0,0,14.89,0.0,20.51
2026-04-17,8354,冠好,TPEX,16.05,16.0467,0.02,179.44,8.0,0.0,8.0,4.46,0.0,1,0,0,0,8.0,0.0,20.48
2026-04-17,6821,聯寶,TPEX,67.5,64.4947,4.66,2728.92,180.0,0.0,180.0,6.6,0.0,1,0,0,0,180.0,0.0,20.47
2026-04-17,3379,彬台,TPEX,37.3,37.3266,-0.07,113.11,5.0,0.0,5.0,4.42,0.0,1,0,0,0,5.0,0.0,20.38
2026-04-17,4576,大銀微系統,TWSE,196.0,196.1849,-0.09,1955.18,86.3,0.0,86.3,4.41,0.0,1,0,0,0,86.3,0.0,20.36
2026-04-17,5236,凌陽創新,TPEX,153.5,153.2557,0.16,859.83,37.93,0.0,37.93,4.41,0.0,1,0,0,0,37.93,0.0,20.35
2026-04-17,4967,十銓,TWSE,219.5,219.2245,0.13,7204.0,392.15,-9.0,383.15,5.44,-0.12,1,0,0,1,392.15,-9.0,20.33
2026-04-17,4528,江興鍛,TPEX,17.15,17.0586,0.54,22.77,1.0,0.0,1.0,4.39,0.0,1,0,0,0,1.0,0.0,20.3
2026-04-17,1301,台塑,TWSE,53.4,54.0714,-1.24,34349.73,662.56,450.97,1113.53,1.93,1.31,1,0,1,0,662.56,450.97,20.23
2026-04-17,6023,元大期,TPEX,99.5,99.2994,0.2,76.07,-1.0,4.0,3.0,-1.31,5.26,0,1,1,0,-1.0,4.0,20.17
2026-04-17,3062,建漢,TWSE,30.05,30.1735,-0.41,9575.5,411.34,0.0,411.34,4.3,0.0,1,0,0,0,411.34,0.0,20.03
2026-04-17,6449,鈺邦,TWSE,174.5,175.3767,-0.5,877.23,45.54,-0.09,45.45,5.19,-0.01,1,0,0,1,45.54,-0.09,20.0
2026-04-17,3259,鑫創,TPEX,17.1,17.1798,-0.46,23.36,1.0,0.0,1.0,4.28,0.0,1,0,0,0,1.0,0.0,19.99
2026-04-17,3323,加百裕,TPEX,33.15,33.0702,0.24,491.51,21.0,0.0,21.0,4.27,0.0,1,0,0,0,21.0,0.0,19.96
2026-04-17,4163,鐿鈦,TPEX,108.0,108.0668,-0.06,47.01,2.0,0.0,2.0,4.25,0.0,1,0,0,0,2.0,0.0,19.91
2026-04-17,2014,中鴻,TWSE,18.65,18.8377,-1.0,8400.55,355.56,0.0,355.56,4.23,0.0,1,0,0,0,355.56,0.0,19.85
2026-04-17,6863,永道-KY,TWSE,99.0,100.3737,-1.37,103.43,4.37,0.0,4.37,4.22,0.0,1,0,0,0,4.37,0.0,19.82
2026-04-17,8462,柏文,TWSE,142.0,141.8539,0.1,43.59,3.39,-1.0,2.39,7.79,-2.29,1,0,0,1,3.39,-1.0,19.73
2026-04-17,3494,誠研,TWSE,8.35,8.1981,1.85,143.72,6.0,0.0,6.0,4.17,0.0,1,0,0,0,6.0,0.0,19.69
2026-04-17,2006,東和鋼鐵,TWSE,71.8,71.6967,0.14,2306.83,876.87,-165.42,711.45,38.01,-7.17,1,0,0,1,876.87,-165.42,19.57
2026-04-17,2355,敬鵬,TWSE,52.1,52.0872,0.02,10998.01,595.54,-37.05,558.49,5.41,-0.34,1,0,0,1,595.54,-37.05,19.55
2026-04-17,1806,冠軍,TWSE,8.36,8.3852,-0.3,218.87,8.97,0.0,8.97,4.1,0.0,1,0,0,0,8.97,0.0,19.47
