as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,1,新加坡商瑞銀,1650,91.0,304.0,-213.0,2152.81,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,1,凱基,9200,465.0,132.0,333.0,2284.17,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,2,玉山-左營,884D,9.0,189.0,-180.0,1992.8,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,2,統一,5850,328.0,120.0,208.0,2123.28,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,3,國票-敦北法人,779c,29.0,196.0,-167.0,1666.78,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,3,美商高盛,1480,366.0,178.0,188.0,2124.18,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,4,宏遠,1260,15.0,173.0,-157.0,1815.1,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,4,台灣摩根士丹利,1470,556.0,470.0,85.0,2202.86,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,5,永豐金-台中,9A9L,181.0,286.0,-105.0,2263.17,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,5,摩根大通,8440,150.0,81.0,69.0,2218.66,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,6,群益金鼎,9100,119.0,205.0,-85.0,2064.55,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,6,永豐金,9A00,193.0,129.0,63.0,1960.23,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,7,元大-莒光,981L,9.0,85.0,-75.0,2298.67,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,7,群益金鼎-古亭,918C,66.0,15.0,51.0,2275.45,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,8,國泰,8880,56.0,123.0,-66.0,2191.19,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,8,元大-和平,9863,101.0,51.0,50.0,2180.02,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,9,統一-城中,5854,13.0,79.0,-65.0,1816.07,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,9,元大-台北,980h,59.0,14.0,45.0,2095.67,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,sell,10,凱基-台北,9268,250.0,301.0,-50.0,2225.57,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7751,竑騰,buy,10,永豐金-匯立,9A81,49.0,8.0,41.0,2498.25,histock,https://histock.tw/stock/branch.aspx?no=7751&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,sell,1,彰銀,1230,,91.0,-91.0,43.13,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,buy,1,國票-新莊,779G,30.0,,30.0,41.93,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,sell,2,新光,8560,31.0,68.0,-37.0,45.03,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,buy,2,群益金鼎-大甲,918g,28.0,3.0,25.0,47.98,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,sell,3,元大-苑裡,989a,3.0,31.0,-28.0,41.49,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,buy,3,國泰-敦南,8888,57.0,36.0,21.0,46.65,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,sell,4,新光-新竹,8563,1.0,28.0,-27.0,42.41,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,buy,4,新光-高雄,8562,42.0,23.0,19.0,45.32,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,sell,5,群益金鼎-民權,9131,9.0,34.0,-25.0,40.87,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,buy,5,凱基-屏東,922C,18.0,,18.0,44.02,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,sell,6,元大-竹東,983f,8.0,23.0,-15.0,47.98,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,buy,6,富邦-台中,965K,30.0,12.0,18.0,48.65,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,sell,7,美好-富順,526K,1.0,13.0,-12.0,49.42,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7753,星亞,buy,7,永豐金-彰化,9A9s,18.0,,18.0,51.05,histock,https://histock.tw/stock/branch.aspx?no=7753&from=20260420&to=20260518
