as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,1,台新-大裕,9B2l,11.0,135.0,-124.0,54.12,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,1,元大-高雄,981m,371.0,,371.0,53.85,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,2,富邦-公益,961F,1.0,77.0,-76.0,55.73,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,2,永興-台中,5603,115.0,7.0,108.0,57.05,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,3,港商野村,1560,29.0,85.0,-56.0,53.51,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,3,元大-南京,9862,63.0,,63.0,53.46,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,4,兆豐-復興,700p,,50.0,-50.0,54.2,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,4,台新-文心,9B2z,50.0,,50.0,53.84,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,5,玉山,8840,,44.0,-44.0,54.32,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,5,國泰-敦南,8888,51.0,10.0,40.0,55.09,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,6,元大-竹北,981B,,40.0,-40.0,54.04,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,6,台新-信義,9B2H,38.0,,38.0,56.35,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,7,元大-員林中山,9835,,36.0,-36.0,55.57,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,7,台灣企銀-北高雄,111F,37.0,,37.0,54.73,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,8,美林,1440,44.0,78.0,-34.0,53.95,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,8,光和-和美,6383,62.0,33.0,29.0,54.93,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,9,富邦-南京,961C,3.0,35.0,-32.0,54.11,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,9,統一-敦南,5852,36.0,11.0,24.0,54.46,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,sell,10,富邦-內湖,9627,,30.0,-30.0,52.75,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8047,星雲,buy,10,元大-忠孝,9871,21.0,3.0,18.0,55.17,histock,https://histock.tw/stock/branch.aspx?no=8047&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,1,兆豐-公益,700J,15.0,250.0,-235.0,69.88,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,1,凱基-台北,9268,1811.0,1577.0,233.0,68.85,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,2,美商高盛,1480,506.0,601.0,-94.0,66.42,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,2,富邦-敦南,9663,258.0,81.0,177.0,68.56,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,3,中國信託-嘉義,6168,11.0,104.0,-93.0,61.88,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,3,台新-西松,9B2n,448.0,328.0,119.0,70.11,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,4,彰銀,1230,8.0,99.0,-91.0,72.46,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,4,元大-南投,981D,115.0,6.0,109.0,66.72,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,5,兆豐-松德,700i,5.0,76.0,-71.0,63.9,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,5,富邦-新莊,962D,106.0,14.0,91.0,66.27,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,6,台新-新竹,9B2G,3.0,73.0,-70.0,64.95,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,6,元大-永春,9852,87.0,15.0,71.0,64.6,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,7,國泰-敦南,8888,238.0,301.0,-62.0,69.24,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,7,新加坡商瑞銀,1650,514.0,454.0,60.0,67.27,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,8,台新,9B00,159.0,221.0,-61.0,69.91,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,8,台灣摩根士丹利,1470,551.0,496.0,55.0,66.27,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,sell,9,華南永昌-基隆,9322,17.0,77.0,-60.0,69.9,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8048,德勝,buy,9,統一-內湖,585b,53.0,1.0,52.0,67.38,histock,https://histock.tw/stock/branch.aspx?no=8048&from=20260420&to=20260518
