as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,sell,1,兆豐-員林,700k,,59.0,-59.0,40.5,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,buy,1,新光,8560,94.0,24.0,69.0,38.27,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,sell,2,凱基-大安,9291,,53.0,-53.0,41.25,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,buy,2,統一-城中,5854,56.0,,56.0,38.42,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,sell,3,國泰-台中,8882,4.0,53.0,-49.0,39.86,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,buy,3,凱基-彰化,920G,55.0,,55.0,38.58,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,sell,4,台新-板橋,9B2b,,44.0,-44.0,41.24,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,buy,4,台新-高雄,9B1g,70.0,34.0,36.0,38.4,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,sell,5,永豐金-古亭,9A9d,,35.0,-35.0,41.25,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,buy,5,華南永昌-鳳山,9331,36.0,,36.0,38.13,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,6474,華豫寧,sell,6,犇亞-鑫豐,601d,6.0,39.0,-33.0,38.44,histock,https://histock.tw/stock/branch.aspx?no=6474&from=20260420&to=20260518
