latest_date,stock_id,name,market,industry,sub_industry,observed_days,close,pe_ratio,dividend_yield,pb_ratio,period_return_pct,rsi14,volatility_pct,close_vs_high_pct,close_vs_low_pct,avg_turnover_100m,momentum_score,history_days,return_6m_pct,return_12m_pct,rs_6m_pct,rs_12m_pct,close_vs_52w_high_pct,close_vs_52w_low_pct,close_vs_ma60_pct,close_vs_ma240_pct,long_momentum_score,valuation_score,disp_date,big_holder_pct,big_holder_change_1w,big_holder_change_4w,holder_400_pct,retail_pct,retail_change_1w,dispersion_score,fin_quarter,gross_margin_pct,operating_margin_pct,net_margin_pct,gross_margin_streak,eps_ttm,pe_ttm,pe_percentile,pe_median_1y,eps_single_q,eps_yoy_pct,operating_margin_yoy_pt,mispriced_score,mispriced_earnings_score,mispriced_cheap_score,mispriced_trap_penalty,mispriced_cyclical_peak,eps_ttm_at_high,mispriced_reason,fundamental_score,multifactor_score,20d_avg_price,close_vs_avg_pct,20d_volume_lot,latest_volume_lot,volume_avg_lot,volume_5d_avg_lot,volume_ratio_1d,volume_ratio_5d,volume_score,volume_signal,20d_foreign_net_lot,20d_trust_net_lot,20d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,top_buy_branch_name,top_buy_branch_net_lot,top_buy_branch_avg_price,top_buy_branch_est_cost,branch_buy_streak,branch_streak_broker,top_buy_is_day_trader,top_sell_branch_name,top_sell_branch_net_lot,top_sell_branch_avg_price,branch_score,chip_score,margin_balance_change_lot,short_balance_change_lot,margin_score,base_score,branch_status,confluence_score,complete_chip_score,confluence_inst_score,confluence_branch_score,confluence_price_score,confluence_streak_score,confluence_direction_score,revenue_momentum_score,selection_score,revenue_month,revenue_mom_pct,revenue_yoy_pct,revenue_cumulative_yoy_pct,inst_net_volume_pct,top_buy_branch_volume_pct,close_vs_top_buy_avg_pct,selection_reason,base_reason,total_score
2026-07-29,1463,強盛新,TWSE,紡織纖維,,20,17.75,,0.73,1.17,2.01,48.65,15.93,-3.01,2.9,0.017,1.21,252,2.9,-11.03,-22.37,-81.1,-19.86,7.58,-0.26,-4.18,-5.39,2.0,2026-07-24,74.78,0.11,0.29,81.3,12.9,-0.11,2.25,2026Q1,17.06,-9.15,-2.52,1,-0.38,,95.4,5.65,-0.01,-102.0,-33.6,0.0,0.0,0.0,0.0,,0,近四季 EPS 未轉正或缺財報,-3.8,41.71,17.7151,0.2,1942.87,151.29,97.14,69.26,1.56,0.71,5.1,放量,684.01,0.0,684.01,35.21,0.0,4,0,0,0,33.0,0.0,兆豐-忠孝,448.0,,,,,0,玉山-信義,81.0,,21.92,46.0,45,0,-1.85,42.89,已取得,63.3,106.19,22.5,24.0,6.0,4.8,6.0,-1.26,42.89,2026-06,0.68,19.23,-82.66,35.21,23.06,,外資主導買超；前大買超分點約占成交 23.06%；收盤距區間均價 0.2%；連買：外4 / 投0；營收 2026-06，月增 0.68%，年增 19.23%，累計年增 -82.66%,外資買超；融資增加；放量；年線之下；營收 2026-06，月增 0.68%，年增 19.23%，累計年增 -82.66%,42.89
2026-07-29,1443,立益物流,TWSE,其他業,,20,26.2,23.82,0.0,1.55,-0.19,47.73,21.21,-4.38,3.76,0.004,-0.11,247,-2.78,-15.76,-28.06,-85.83,-17.48,25.96,-0.41,-2.84,-6.65,0.0,2026-07-24,81.1,0.0,0.0,89.9,6.58,0.0,0.0,2026Q1,47.69,36.0,31.13,-3,1.1,23.82,28.5,34.04,0.52,-5.5,3.31,0.0,0.0,0.0,0.0,,0,日均量 16 張偏低（門檻 500）,1.0,55.08,26.2656,-0.25,327.54,54.67,16.38,22.8,3.34,1.39,27.27,強放量,111.7,0.0,111.7,34.1,0.0,3,0,0,0,29.4,0.0,花旗環球,29.0,,,,,0,陽信,20.0,,7.57,44.0,-19,0,5.8,47.2,已取得,48.72,95.92,22.5,10.62,6.0,3.6,6.0,-2.6,47.2,2026-06,0.98,-8.2,-7.78,34.1,8.85,,外資主導買超；前大買超分點約占成交 8.85%；收盤距區間均價 -0.25%；連買：外3 / 投0；營收 2026-06，月增 0.98%，年增 -8.2%，累計年增 -7.78%,外資買超；融資下降；強放量；年線之下；毛利率連3降；營收 2026-06，月增 0.98%，年增 -8.2%，累計年增 -7.78%,47.2
2026-07-29,2618,長榮航,TWSE,航運業,航空,20,41.45,7.87,4.83,1.65,-5.58,58.16,38.11,-7.89,6.97,21.994,0.65,252,6.83,9.51,-18.44,-60.56,-9.2,28.93,5.94,11.24,2.47,4.5,2026-07-24,77.07,0.49,1.3,80.2,15.56,-0.38,5.92,2026Q1,26.22,18.64,13.66,2,5.27,7.87,84.1,7.21,1.53,39.1,3.44,22.0,17.0,5.0,0.0,0,0,單季 EPS 年增 39%、毛利率連 2 季升、月營收年增 27%、PE 7.9（一年 84% 分位）、距 52 週高點 -9%,5.4,68.14,41.5608,-0.27,1058396.19,47478.16,52919.81,47580.97,0.9,0.9,-2.85,正常,356517.44,-19022.35,337495.1,33.68,-1.8,16,0,0,1,12757.84,-2887.72,台灣摩根士丹利,74114.0,,41.22,0,台灣摩根士丹利,0,統一,68811.0,,15.15,41.01,-16873,300,1.59,50.62,已取得,48.9,99.52,22.5,8.4,6.0,6.0,6.0,8.02,50.62,2026-06,5.12,26.58,16.36,31.89,7.0,,外資主導買超；前大買超分點約占成交 7.0%；收盤距區間均價 -0.27%；連買：外16 / 投0；營收 2026-06，月增 5.12%，年增 26.58%，累計年增 16.36%,外資買超；融資下降；毛利率連2升；千張大戶增持；營收 2026-06，月增 5.12%，年增 26.58%，累計年增 16.36%,50.62
2026-07-29,5609,中菲行,TPEX,航運業,,20,78.2,9.89,7.16,1.83,2.36,41.43,14.92,-2.25,2.49,0.16,1.42,252,-1.51,3.17,-26.78,-66.91,-8.54,4.13,-1.58,-1.33,-6.36,6.0,2026-07-24,46.88,0.14,0.99,52.52,38.61,-0.29,3.12,2026Q1,13.64,3.56,3.28,1,8.03,9.74,13.1,10.39,1.66,1.8,0.06,0.0,0.0,0.0,0.0,,1,日均量 204 張偏低（門檻 500）,2.7,60.27,78.5687,-0.47,4073.0,252.0,203.65,180.0,1.24,0.88,3.99,正常,1362.18,0.0,1362.18,33.44,0.0,2,0,0,0,129.34,0.0,美商高盛,305.0,,78.75,0,美商高盛,0,合庫證券,161.0,,17.01,42.0,7,0,-0.14,51.4,已取得,45.89,97.29,22.5,8.99,6.0,2.4,6.0,9.54,51.4,2026-06,6.53,35.26,15.08,33.44,7.49,,外資主導買超；前大買超分點約占成交 7.49%；收盤距區間均價 -0.47%；連買：外2 / 投0；營收 2026-06，月增 6.53%，年增 35.26%，累計年增 15.08%,外資買超；融資增加；年線之下；營收 2026-06，月增 6.53%，年增 35.26%，累計年增 15.08%,51.4
2026-07-29,1604,聲寶,TWSE,電器電纜,,20,23.45,14.21,6.4,1.01,0.86,53.12,12.22,-2.29,2.18,0.112,0.52,252,-2.49,-5.82,-27.77,-75.9,-9.11,3.3,0.86,-3.15,-6.58,6.5,2026-07-24,52.4,-0.33,-0.45,57.99,32.69,0.07,-3.99,2026Q1,20.15,6.43,7.89,1,1.64,14.3,53.6,14.2,0.51,-10.5,0.6,0.0,0.0,0.0,0.0,,0,日均量 480 張偏低（門檻 500）,2.7,50.02,23.4208,0.12,9596.19,633.47,479.81,443.23,1.32,0.92,5.62,正常,3147.77,0.0,3147.77,32.8,0.0,4,0,0,0,412.47,0.0,美商高盛,1030.0,,23.48,0,美商高盛,0,統一,1339.0,,15.9,46.0,-37,0,0.39,48.06,已取得,52.18,100.24,22.5,12.88,6.0,4.8,6.0,1.67,48.06,2026-06,6.38,6.76,-1.97,32.8,10.73,,外資主導買超；前大買超分點約占成交 10.73%；收盤距區間均價 0.12%；連買：外4 / 投0；營收 2026-06，月增 6.38%，年增 6.76%，累計年增 -1.97%,外資買超；融資下降；年線之下；千張大戶減持；營收 2026-06，月增 6.38%，年增 6.76%，累計年增 -1.97%,48.06
2026-07-29,5880,合庫金,TWSE,金融保險業,金控,20,26.1,18.64,4.02,1.45,5.03,81.25,9.02,-0.38,6.97,4.943,4.02,252,9.89,2.76,-15.38,-67.32,-1.14,15.74,8.28,8.59,9.14,3.5,2026-07-24,70.15,0.24,0.58,74.12,17.31,-0.14,3.92,2026Q1,,,34.65,0,1.4,18.64,38.5,19.0,0.36,12.5,,4.5,-1.0,5.5,0.0,0,1,單季 EPS 年增 12%、月營收年減 13%、PE 18.6（一年 38% 分位）、距 52 週高點 -1%,4.5,93.3,25.3941,2.78,389284.47,46004.73,19464.22,22487.63,2.36,1.16,21.85,強放量,126739.54,2000.64,128740.18,32.56,0.51,5,0,4,0,17505.16,812.92,摩根大通,30780.0,,25.44,10,摩根大通,0,第一金-中山,4801.0,,22.87,59.28,-1022,-21,0.26,57.3,已取得,64.39,121.69,22.5,9.49,6.0,12.4,14.0,-2.24,57.3,2026-06,3.39,-13.04,-1.88,33.07,7.91,,外資與投信同買；前大買超分點約占成交 7.91%；收盤距區間均價 2.78%；連買：外5 / 投4；營收 2026-06，月增 3.39%，年增 -13.04%，累計年增 -1.88%,外資買超；投信買超；融資下降；強放量；接近區間高點；逼近52週高點；RSI過熱；主力分點連10買；營收 2026-06，月增 3.39%，年增 -13.04%，累計年增 -1.88%,57.3
2026-07-29,2105,正新,TWSE,橡膠工業,,20,30.4,18.77,5.92,1.16,1.0,32.35,29.57,-12.14,2.53,4.258,0.6,252,-1.62,-24.19,-26.89,-94.26,-28.89,8.19,-5.14,-7.54,-6.39,5.0,2026-07-24,78.64,0.01,1.47,81.23,14.51,-0.07,2.08,2026Q1,24.84,9.93,7.95,1,1.62,18.77,23.0,19.91,0.57,26.7,1.58,25.0,12.0,13.0,0.0,0,0,單季 EPS 年增 27%、毛利率連 1 季升、月營收年增 15%、PE 18.8（一年 23% 分位）、距 52 週高點 -29%,2.7,27.93,32.2698,-5.79,263912.25,10884.84,13195.61,8280.04,0.82,0.63,-8.06,正常,84929.22,-15343.2,69586.02,32.18,-5.81,0,4,4,0,-1115.42,39.0,,,,,,,0,,,,0.0,22.47,-2269,7,0.86,27.97,未取得,0.0,27.97,0.0,0.0,0.0,0.0,0.0,4.64,27.97,2026-06,9.6,15.01,4.92,,,,營收 2026-06，月增 9.6%，年增 15.01%，累計年增 4.92%,外資買超；融資下降；年線之下；營收 2026-06，月增 9.6%，年增 15.01%，累計年增 4.92%,27.97
2026-07-29,8426,紅木-KY,TPEX,其他業,,20,20.45,9.83,3.91,0.81,1.74,59.65,25.27,-3.99,6.23,0.011,5.04,252,-26.96,-33.71,-52.24,-103.78,-39.5,6.23,-3.28,-21.39,-12.0,6.5,2026-07-24,70.26,0.0,0.0,74.33,18.63,-0.26,0.0,2026Q1,21.0,-1.82,-3.77,-1,2.08,9.83,50.4,9.82,-0.42,,2.61,0.0,0.0,0.0,0.0,,0,最新單季虧損,-2.7,59.0,20.2468,1.0,1129.0,156.0,56.45,70.2,2.76,1.24,24.9,強放量,361.0,0.0,361.0,31.98,0.0,6,0,0,0,83.0,0.0,凱基-台北,346.0,,20.17,0,凱基-台北,1,宏遠-桃園,83.0,,0.32,48.0,-58,0,5.14,49.71,已取得,64.5,114.21,22.5,24.0,6.0,6.0,6.0,-3.43,49.71,2026-06,8.4,-24.06,-0.65,31.98,30.65,,外資主導買超；前大買超分點約占成交 30.65%；收盤距區間均價 1.0%；連買：外6 / 投0；營收 2026-06，月增 8.4%，年增 -24.06%，累計年增 -0.65%,外資買超；融資下降；強放量；年線之下；隔日沖分點買超；營收 2026-06，月增 8.4%，年增 -24.06%，累計年增 -0.65%,49.71
2026-07-29,4104,佳醫,TWSE,生技醫療業,,20,71.3,16.47,6.03,1.39,3.33,63.16,12.47,-1.38,3.63,0.164,11.0,252,-9.75,-15.02,-35.02,-85.09,-19.62,5.94,1.79,-9.29,-7.57,6.5,2026-07-24,40.06,0.0,0.0,45.42,46.91,-0.03,0.0,2026Q1,21.19,7.7,8.76,-1,4.63,15.4,32.9,16.89,1.12,-5.9,-0.73,0.0,0.0,0.0,0.0,,0,日均量 233 張偏低（門檻 500）,0.3,65.64,70.4172,1.25,4661.09,330.92,233.05,175.45,1.42,0.75,4.08,正常,1484.45,0.0,1484.45,31.85,0.0,4,0,0,0,177.2,0.0,美商高盛,441.0,,70.03,0,美商高盛,0,統一,578.0,,15.15,46.0,20,0,-0.34,53.37,已取得,50.65,104.02,22.5,11.35,6.0,4.8,6.0,7.71,53.37,2026-06,27.35,16.07,9.61,31.85,9.46,,外資主導買超；前大買超分點約占成交 9.46%；收盤距區間均價 1.25%；連買：外4 / 投0；營收 2026-06，月增 27.35%，年增 16.07%，累計年增 9.61%,外資買超；融資增加；接近區間高點；年線之下；營收 2026-06，月增 27.35%，年增 16.07%，累計年增 9.61%,53.37
2026-07-29,1341,富林-KY,TWSE,塑膠工業,,20,58.0,14.22,6.9,2.58,-3.97,54.0,17.22,-3.97,1.75,0.003,-2.38,245,-0.34,-12.39,-25.62,-82.46,-12.78,5.07,-4.03,-3.34,-6.11,4.5,2026-07-24,75.97,0.0,0.0,83.7,8.66,-0.01,0.0,2026Q1,25.06,15.15,12.6,2,4.08,14.22,30.2,14.51,1.62,29.6,4.11,0.0,0.0,0.0,0.0,,0,日均量 6 張偏低（門檻 500）,5.4,60.75,58.2138,-0.37,112.41,20.92,5.62,7.01,3.72,1.25,24.96,強放量,34.9,0.0,34.9,31.05,0.0,4,0,0,0,12.9,0.0,凱基-台北,10.0,,,,,1,台新,10.0,,-10.45,46.0,,,0.0,46.86,已取得,49.98,96.84,22.5,10.68,6.0,4.8,6.0,0.86,46.86,2026-06,-4.01,3.1,4.9,31.05,8.9,,外資主導買超；前大買超分點約占成交 8.9%；收盤距區間均價 -0.37%；連買：外4 / 投0；營收 2026-06，月增 -4.01%，年增 3.1%，累計年增 4.9%,外資買超；強放量；年線之下；隔日沖分點買超；毛利率連2升；營收 2026-06，月增 -4.01%，年增 3.1%，累計年增 4.9%,46.86
2026-07-29,6655,科定,TWSE,其他業,,20,120.0,29.56,5.0,3.5,1.69,48.94,25.55,-2.44,5.26,0.011,1.01,245,-0.83,0.0,-26.1,-70.07,-14.89,21.09,-4.64,-1.28,-6.21,3.0,2026-07-24,76.47,0.0,0.02,86.16,6.91,-0.02,0.06,2026Q1,49.51,14.1,10.85,-1,4.06,29.56,40.8,30.79,0.95,17.3,-1.3,0.0,0.0,0.0,0.0,,0,日均量 9 張偏低（門檻 500）,1.8,62.55,118.0476,1.65,189.31,20.39,9.47,8.68,2.15,0.92,15.52,強放量,58.64,0.0,58.64,30.98,0.0,4,0,0,0,15.34,0.0,台灣摩根士丹利,14.0,,118.63,1,台灣摩根士丹利,0,中國信託-嘉義,16.0,,15.45,46.0,0,0,0.0,55.13,已取得,48.17,103.3,22.5,8.87,6.0,4.8,6.0,9.13,55.13,2026-06,0.19,27.04,26.53,30.98,7.4,,外資主導買超；前大買超分點約占成交 7.4%；收盤距區間均價 1.65%；連買：外4 / 投0；營收 2026-06，月增 0.19%，年增 27.04%，累計年增 26.53%,外資買超；強放量；年線之下；營收 2026-06，月增 0.19%，年增 27.04%，累計年增 26.53%,55.13
2026-07-29,6741,91APP*-KY,TPEX,數位雲端,,20,54.3,12.96,3.78,2.0,-10.25,26.98,25.39,-12.14,2.45,0.223,-4.5,251,-21.98,-32.96,-47.26,-103.03,-39.26,2.45,-11.51,-21.51,-12.0,3.0,2026-07-24,58.39,-0.38,-0.17,69.46,21.89,0.29,-3.55,2026Q1,74.2,28.31,24.36,-1,4.4,12.34,0.0,17.23,1.15,0.0,-4.61,0.0,0.0,0.0,0.0,,1,日均量 389 張偏低（門檻 500）,3.3,48.79,57.4499,-5.48,7775.0,542.0,388.75,330.0,1.39,0.85,5.31,正常,2399.07,0.0,2399.07,30.86,0.0,4,0,0,0,127.84,0.0,台灣摩根士丹利,913.0,,57.8,20,台灣摩根士丹利,0,凱基-台南,808.0,,16.9,43.0,-374,15,4.81,59.88,已取得,47.39,107.27,22.5,14.09,0.0,4.8,6.0,12.07,59.88,2026-06,9.56,32.45,31.73,30.86,11.74,,外資主導買超；前大買超分點約占成交 11.74%；收盤距區間均價 -5.48%；連買：外4 / 投0；營收 2026-06，月增 9.56%，年增 32.45%，累計年增 31.73%,外資買超；融資下降；年線之下；主力分點連20買；千張大戶減持；營收 2026-06，月增 9.56%，年增 32.45%，累計年增 31.73%,59.88
2026-07-29,6670,復盛應用,TWSE,運動休閒,,20,267.0,12.95,5.99,2.21,6.16,63.49,15.79,-2.91,7.01,1.078,7.7,252,-3.61,-4.98,-28.88,-75.05,-12.32,17.11,0.41,1.71,0.17,4.5,2026-07-24,65.6,0.42,3.01,78.5,12.44,-0.16,5.36,2026Q1,24.0,14.94,11.46,-1,20.58,12.97,92.1,11.16,6.96,-21.2,-2.42,0.0,0.0,0.0,0.0,,0,日均量 414 張偏低（門檻 500）,1.8,46.2,260.3014,2.57,8283.64,348.53,414.18,347.67,0.84,0.84,-4.47,正常,2548.63,-792.78,1755.85,30.77,-9.57,7,0,1,0,65.39,1.0,,,,,,,0,,,,0.0,26.57,-103,-2,1.24,28.91,未取得,0.0,28.91,0.0,0.0,0.0,0.0,0.0,1.1,28.91,2026-06,-15.81,7.85,9.91,,,,營收 2026-06，月增 -15.81%，年增 7.85%，累計年增 9.91%,外資買超；融資下降；千張大戶增持；營收 2026-06，月增 -15.81%，年增 7.85%，累計年增 9.91%,28.91
2026-07-29,2923,鼎固-KY,TWSE,建材營造業,,20,41.0,,0.29,1.56,51.01,72.55,91.54,-0.85,62.06,0.096,15.0,252,112.44,79.04,87.16,8.97,-0.85,140.47,53.4,81.88,22.0,0.0,2026-07-24,99.39,0.0,0.0,99.51,0.31,-0.01,0.0,2026Q1,59.16,52.88,1.29,3,-3.45,,,,0.02,,21.84,0.0,0.0,0.0,0.0,,0,近四季 EPS 未轉正或缺財報,1.5,112.34,33.7922,21.33,5704.28,1062.39,285.21,454.31,3.72,1.59,30.0,強放量,1750.55,0.0,1750.55,30.69,0.0,4,0,0,0,313.25,0.0,摩根大通,397.0,,35.08,20,摩根大通,0,華南永昌-潮州,364.0,,3.16,36.0,,,0.0,58.84,已取得,36.65,95.49,22.5,8.35,-5.0,4.8,6.0,22.84,58.84,2026-06,20.35,294.84,170.09,30.69,6.96,,外資主導買超；前大買超分點約占成交 6.96%；收盤距區間均價 21.33%；連買：外4 / 投0；營收 2026-06，月增 20.35%，年增 294.84%，累計年增 170.09%,外資買超；強放量；接近區間高點；逼近52週高點；波動偏高；主力分點連20買；毛利率連3升；營收 2026-06，月增 20.35%，年增 294.84%，累計年增 170.09%,58.84
2026-07-29,2849,安泰銀,TWSE,金融保險業,,20,15.35,17.85,3.32,0.82,6.6,70.21,24.31,-0.65,9.64,0.046,12.96,252,14.13,15.41,-11.15,-54.66,-0.65,20.87,8.07,13.39,10.07,5.0,2026-07-24,98.0,0.07,0.01,98.43,1.04,0.0,0.59,2026Q1,,,,0,0.86,17.85,35.3,18.79,0.26,36.8,,0.0,0.0,0.0,0.0,,1,日均量 308 張偏低（門檻 500）,1.5,90.75,14.7924,3.77,6166.22,1039.47,308.31,408.6,3.37,1.33,26.2,強放量,1876.44,0.0,1876.44,30.43,0.0,3,0,0,0,602.3,0.0,花旗環球,355.0,,14.63,0,花旗環球,0,新光-桃園,735.0,,10.95,38.0,135,1,-1.74,47.53,已取得,45.01,92.54,22.5,6.91,6.0,3.6,6.0,11.27,47.53,2026-06,17.19,32.48,20.99,30.43,5.76,,外資主導買超；前大買超分點約占成交 5.76%；收盤距區間均價 3.77%；連買：外3 / 投0；營收 2026-06，月增 17.19%，年增 32.48%，累計年增 20.99%,外資買超；融資增加；強放量；接近區間高點；逼近52週高點；營收 2026-06，月增 17.19%，年增 32.48%，累計年增 20.99%,47.53
2026-07-29,2603,長榮,TWSE,航運業,貨櫃航運,20,201.5,8.81,7.94,0.75,8.63,57.97,34.99,-3.36,9.81,23.103,9.18,252,6.33,1.77,-18.94,-68.3,-16.91,15.14,-2.17,3.31,2.36,8.0,2026-07-24,66.55,0.61,1.34,71.42,23.88,-0.82,6.0,2026Q1,15.48,10.34,9.6,-2,22.88,8.81,89.7,4.52,3.84,-69.6,-16.34,2.5,-7.0,9.5,0.0,0,0,毛利率連 2 季降、月營收年增 30%、PE 8.8（一年 90% 分位）、距 52 週高點 -17%,-0.9,78.82,196.856,2.36,234721.33,13258.72,11736.07,8015.04,1.13,0.68,-3.52,正常,70704.34,-8843.91,61860.42,30.12,-3.77,15,0,4,0,3688.87,147.2,台灣摩根士丹利,20666.0,,198.4,20,台灣摩根士丹利,0,富邦證券,8305.0,,22.8,48.58,-1689,333,0.8,55.94,已取得,57.47,113.41,22.5,10.57,6.0,12.4,6.0,6.56,55.94,2026-06,12.94,29.99,-2.43,26.35,8.8,,外資主導買超；前大買超分點約占成交 8.8%；收盤距區間均價 2.36%；連買：外15 / 投4；營收 2026-06，月增 12.94%，年增 29.99%，累計年增 -2.43%,外資買超；融資下降；主力分點連20買；毛利率連2降；千張大戶增持；營收 2026-06，月增 12.94%，年增 29.99%，累計年增 -2.43%,55.94
2026-07-29,1203,味王,TWSE,食品工業,,20,49.95,29.04,2.0,1.82,14.7,82.59,24.43,0.0,18.22,0.02,9.82,251,25.66,23.33,0.39,-46.74,0.0,33.73,14.34,22.15,12.61,0.0,2026-07-24,86.74,0.0,0.05,90.92,5.72,0.01,0.15,2026Q1,34.47,15.75,8.81,2,1.72,29.04,99.6,21.24,0.49,-15.5,-4.71,0.0,0.0,0.0,0.0,,0,日均量 44 張偏低（門檻 500）,3.9,71.34,45.7554,9.17,888.61,148.21,44.43,58.92,3.34,1.33,26.22,強放量,266.2,0.0,266.2,29.96,0.0,3,0,0,0,65.2,0.0,,,,,,,0,,,,0.0,34.0,1,0,-0.09,31.75,未取得,0.0,31.75,0.0,0.0,0.0,0.0,0.0,-2.16,31.75,2026-06,-1.18,-1.13,-11.33,,,,營收 2026-06，月增 -1.18%，年增 -1.13%，累計年增 -11.33%,外資買超；融資增加；強放量；接近區間高點；逼近52週高點；RSI過熱；毛利率連2升；營收 2026-06，月增 -1.18%，年增 -1.13%，累計年增 -11.33%,31.75
2026-07-29,2606,裕民,TWSE,航運業,散裝航運,20,61.3,11.77,4.57,1.28,3.03,44.37,30.22,-5.98,3.55,2.25,1.82,252,-1.13,17.43,-26.4,-52.64,-16.03,19.26,-5.09,1.47,0.72,6.5,2026-07-24,72.95,0.46,1.0,75.44,20.2,-0.33,5.68,2026Q1,31.96,25.38,25.38,-1,5.21,11.77,9.1,14.08,1.17,333.3,11.43,22.0,12.5,14.5,-5.0,1,1,⚠ 循環高峰疑慮（獲利在多年高點、年增來自低基期，低 PE 可能反映市場預期獲利反轉）：單季 EPS 年增 333%、毛利率連 1 季降、月營收年增 36%、PE 11.8（一年 9% 分位）、距 52 週高點 -16%,3.3,51.44,62.5602,-2.01,71942.18,3628.25,3597.11,3599.44,1.01,1.0,0.11,正常,21497.99,-5101.0,16396.99,29.88,-7.09,0,1,1,0,-42.54,1.0,,,,,,,0,,,,0.0,20.77,-862,-4,1.2,33.37,未取得,0.0,33.37,0.0,0.0,0.0,0.0,0.0,11.4,33.37,2026-06,6.69,35.52,26.3,,,,營收 2026-06，月增 6.69%，年增 35.52%，累計年增 26.3%,外資買超；融資下降；千張大戶增持；營收 2026-06，月增 6.69%，年增 35.52%，累計年增 26.3%,33.37
2026-07-29,1234,黑松,TWSE,食品工業,,20,34.1,20.42,4.84,0.75,2.71,67.86,10.76,-0.29,3.33,0.055,10.63,252,-7.84,-14.54,-33.11,-84.61,-15.8,3.33,-0.39,-7.13,-7.38,3.5,2026-07-24,74.25,-0.02,-0.04,82.99,11.11,-0.02,-0.28,2026Q1,23.95,2.01,4.97,-2,1.68,20.3,88.9,18.83,0.29,-52.5,1.48,0.0,0.0,0.0,0.0,,0,日均量 163 張偏低（門檻 500）,-0.9,60.87,33.5216,1.73,3254.71,383.74,162.74,182.53,2.36,1.12,21.24,強放量,971.32,0.0,971.32,29.84,0.0,4,0,0,0,252.59,0.0,台灣摩根士丹利,305.0,,33.4,0,台灣摩根士丹利,0,富邦-新竹,312.0,,16.45,46.0,3,0,-0.07,44.68,已取得,50.55,95.23,22.5,11.25,6.0,4.8,6.0,-1.25,44.68,2026-06,4.88,-5.29,-5.54,29.84,9.37,,外資主導買超；前大買超分點約占成交 9.37%；收盤距區間均價 1.73%；連買：外4 / 投0；營收 2026-06，月增 4.88%，年增 -5.29%，累計年增 -5.54%,外資買超；融資增加；強放量；接近區間高點；年線之下；毛利率連2降；營收 2026-06，月增 4.88%，年增 -5.29%，累計年增 -5.54%,44.68
2026-07-29,8415,大國鋼,TPEX,鋼鐵工業,,20,38.3,11.57,3.92,1.36,8.5,85.32,19.85,-1.03,14.16,0.298,6.1,252,11.99,9.74,-13.28,-60.33,-1.03,15.36,8.22,11.55,9.61,6.5,2026-07-24,89.55,0.09,0.15,92.82,4.07,-0.11,1.67,2026Q1,39.07,20.89,15.88,1,3.34,11.47,36.9,12.92,1.03,39.2,7.98,23.0,15.5,7.5,0.0,0,1,單季 EPS 年增 39%、毛利率連 1 季升、月營收年增 37%、PE 11.6（一年 37% 分位）、距 52 週高點 -1%,4.2,92.03,36.1767,5.87,16452.0,845.0,822.6,843.4,1.03,1.03,0.73,正常,4830.85,685.0,5515.85,29.36,4.16,17,0,0,0,341.85,0.0,台灣摩根士丹利,2243.0,,36.78,17,台灣摩根士丹利,0,美好,1478.0,,25.87,52.41,-4,1,0.03,63.59,已取得,58.86,122.45,22.5,16.36,0.0,6.0,14.0,11.15,63.59,2026-06,12.88,36.57,18.86,33.53,13.63,,外資與投信同買；前大買超分點約占成交 13.63%；收盤距區間均價 5.87%；連買：外17 / 投0；營收 2026-06，月增 12.88%，年增 36.57%，累計年增 18.86%,外資買超；投信買超；融資下降；接近區間高點；逼近52週高點；RSI過熱；主力分點連17買；營收 2026-06，月增 12.88%，年增 36.57%，累計年增 18.86%,63.59
2026-07-29,9912,偉聯,TWSE,電腦及週邊設備業,,20,12.65,,0.0,1.86,1.61,47.37,11.79,-3.07,2.43,0.049,0.97,249,4.98,6.3,-20.29,-63.77,-3.07,13.45,0.81,3.3,2.06,0.0,2026-07-24,55.57,0.14,-0.94,62.52,27.14,-0.13,0.12,2026Q1,44.34,-10.27,-9.04,2,-0.81,,,,-0.19,,14.35,0.0,0.0,0.0,0.0,,1,近四季 EPS 未轉正或缺財報,-2.6,60.09,12.3397,2.51,7896.9,78.65,394.85,1014.17,0.2,2.57,10.0,放量,2304.7,0.0,2304.7,29.18,0.0,4,0,0,0,31.9,0.0,永豐金-敦南,1556.0,,,0,永豐金-敦南,0,新光-高雄,634.0,,19.63,46.0,0,0,0.0,54.54,已取得,62.94,117.48,22.5,23.64,6.0,4.8,6.0,8.54,54.54,2026-06,39.69,23.32,-2.6,29.18,19.7,,外資主導買超；前大買超分點約占成交 19.7%；收盤距區間均價 2.51%；連買：外4 / 投0；營收 2026-06，月增 39.69%，年增 23.32%，累計年增 -2.6%,外資買超；放量；毛利率連2升；營收 2026-06，月增 39.69%，年增 23.32%，累計年增 -2.6%,54.54
