as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,1,亞東,2180,1.0,253.0,-252.0,18.56,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,1,群益金鼎-新莊,918G,486.0,148.0,338.0,18.31,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,2,台新,9B00,14.0,193.0,-178.0,17.56,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,2,統一-內湖,585b,217.0,,217.0,17.7,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,3,宏遠-桃園,1262,3.0,116.0,-113.0,17.6,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,3,聯邦-嘉義,8582,201.0,,201.0,17.57,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,4,凱基-大安,9291,,111.0,-111.0,18.67,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,4,凱基-竹北,9234,165.0,2.0,163.0,17.64,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,5,統一-敦南,5852,35.0,106.0,-71.0,17.61,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,5,元大-六合,982C,136.0,,136.0,17.79,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,6,康和-高雄,845J,10.0,68.0,-58.0,17.69,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,6,港商野村,1560,126.0,31.0,95.0,17.66,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,7,新光,8560,4.0,56.0,-52.0,18.57,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,7,新加坡商瑞銀,1650,174.0,86.0,88.0,17.9,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,8,國泰-敦南,8888,5.0,54.0,-48.0,18.27,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,8,凱基-站前,920F,87.0,4.0,82.0,18.48,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,9,元大-成功,989L,,48.0,-48.0,17.56,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,9,華南永昌-中正,9359,83.0,6.0,77.0,18.62,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,sell,10,凱基-台北,9268,273.0,316.0,-43.0,17.86,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4207,環泰,buy,10,富邦-三重,9677,75.0,,74.0,18.84,histock,https://histock.tw/stock/branch.aspx?no=4207&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,1,凱基-台北,9268,1298.0,1615.0,-316.0,53.01,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,1,合庫-高雄,1023,752.0,279.0,472.0,51.2,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,2,港商野村,1560,347.0,625.0,-278.0,53.19,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,2,國票-南科,779e,213.0,,213.0,50.29,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,3,國票-南京,779n,16.0,277.0,-261.0,49.41,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,3,台新-城東,9B2r,184.0,20.0,163.0,51.87,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,4,美林,1440,260.0,508.0,-248.0,52.95,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,4,群益金鼎-敦南,9101,166.0,8.0,158.0,54.4,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,5,新加坡商瑞銀,1650,42.0,280.0,-238.0,53.37,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,5,華南永昌-岡山,9324,102.0,,102.0,54.04,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,6,元大-四維,9831,30.0,226.0,-195.0,52.04,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,6,統一-南京,585U,113.0,19.0,94.0,53.94,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,7,元大-發財,981E,47.0,206.0,-158.0,49.53,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,7,元大-東港,989f,72.0,,72.0,51.47,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,8,元大-永康,9829,,127.0,-127.0,54.74,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,8,富邦-永和,9654,97.0,30.0,66.0,52.27,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,9,中國信託-永康,6163,5.0,131.0,-125.0,48.99,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,9,元大-博愛,982B,91.0,25.0,65.0,52.0,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,sell,10,安泰,8380,36.0,137.0,-101.0,52.91,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4303,信立,buy,10,臺銀-民權,1043,120.0,57.0,62.0,54.13,histock,https://histock.tw/stock/branch.aspx?no=4303&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4304,勝昱,sell,1,永豐金-桃園,9A9x,,87.0,-87.0,30.0,histock,https://histock.tw/stock/branch.aspx?no=4304&from=20260420&to=20260518
