latest_date,stock_id,name,market,industry,sub_industry,observed_days,close,pe_ratio,dividend_yield,pb_ratio,period_return_pct,rsi14,volatility_pct,close_vs_high_pct,close_vs_low_pct,avg_turnover_100m,momentum_score,history_days,return_6m_pct,return_12m_pct,rs_6m_pct,rs_12m_pct,close_vs_52w_high_pct,close_vs_52w_low_pct,close_vs_ma60_pct,close_vs_ma240_pct,long_momentum_score,valuation_score,disp_date,big_holder_pct,big_holder_change_1w,big_holder_change_4w,holder_400_pct,retail_pct,retail_change_1w,dispersion_score,fin_quarter,gross_margin_pct,operating_margin_pct,net_margin_pct,gross_margin_streak,eps_ttm,pe_ttm,fundamental_score,multifactor_score,20d_avg_price,close_vs_avg_pct,20d_volume_lot,latest_volume_lot,volume_avg_lot,volume_5d_avg_lot,volume_ratio_1d,volume_ratio_5d,volume_score,volume_signal,20d_foreign_net_lot,20d_trust_net_lot,20d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,top_buy_branch_name,top_buy_branch_net_lot,top_buy_branch_avg_price,top_sell_branch_name,top_sell_branch_net_lot,top_sell_branch_avg_price,branch_score,chip_score,margin_balance_change_lot,short_balance_change_lot,margin_score,base_score,branch_status,confluence_score,complete_chip_score,confluence_inst_score,confluence_branch_score,confluence_price_score,confluence_streak_score,confluence_direction_score,revenue_momentum_score,selection_score,revenue_month,revenue_mom_pct,revenue_yoy_pct,revenue_cumulative_yoy_pct,inst_net_volume_pct,top_buy_branch_volume_pct,close_vs_top_buy_avg_pct,selection_reason,base_reason,total_score
2026-07-03,6781,AES-KY,TWSE,電子零組件業,,20,1225.0,31.31,1.56,5.78,7.93,61.11,64.27,-0.81,19.51,14.178,13.76,252,-10.26,18.36,-79.16,-91.84,-21.22,35.66,7.14,3.16,-0.63,0.0,2026-06-26,68.24,,,69.9,23.33,,0.0,2026Q1,36.1,24.16,20.06,1,39.14,31.3,5.7,48.69,1152.6167,6.28,24602.24,1134.57,1230.11,1116.31,0.92,0.91,-2.41,正常,932.43,-8.21,924.23,3.79,-0.03,5,0,0,0,69.53,0.0,,,,,,,0.0,20.5,-497,-6,2.01,31.06,未取得,0.0,31.06,0.0,0.0,0.0,0.0,0.0,8.55,31.06,2026-05,5.12,20.86,26.1,,,,營收 2026-05，月增 5.12%，年增 20.86%，累計年增 26.1%,外資買超；融資下降；接近區間高點；營收 2026-05，月增 5.12%，年增 20.86%，累計年增 26.1%,31.06
2026-07-03,2618,長榮航,TWSE,航運業,航空,20,43.85,8.32,4.56,1.75,16.31,73.73,38.35,-3.94,22.32,26.083,13.0,252,20.8,9.22,-48.11,-100.98,-3.94,36.39,18.07,18.41,2.48,4.5,2026-06-26,75.77,,,78.83,16.68,,0.0,2026Q1,26.22,18.64,13.66,2,5.27,8.32,5.4,61.22,41.6935,5.17,1251161.44,39036.85,62558.07,47040.16,0.62,0.75,-8.48,正常,183429.5,-3011.56,180417.94,14.66,-0.24,0,5,5,0,-4905.55,4735.32,台灣摩根士丹利,85515.0,,永豐金-匯立,9566.0,,7.82,33.43,-2468,-223,0.19,40.08,已取得,43.83,83.91,21.63,8.2,0.0,8.0,6.0,6.46,40.08,2026-05,1.64,22.11,14.29,14.42,6.83,,外資主導買超；前大買超分點約占成交 6.83%；收盤距區間均價 5.17%；連買：外0 / 投5；營收 2026-05，月增 1.64%，年增 22.11%，累計年增 14.29%,外資買超；融資下降；毛利率連2升；營收 2026-05，月增 1.64%，年增 22.11%，累計年增 14.29%,40.08
2026-07-03,1709,和益,TWSE,化學工業,,20,23.7,17.05,4.22,1.3,17.33,74.23,32.41,-3.07,22.8,0.454,13.0,252,41.92,33.52,-26.99,-76.67,-3.07,47.2,20.24,33.54,4.95,5.0,2026-06-26,53.66,,,62.91,26.94,,0.0,2026Q1,20.33,13.22,10.92,3,1.38,17.17,6.5,73.32,21.8888,8.27,41517.9,4690.71,2075.89,3560.82,2.26,1.72,29.56,強放量,5620.36,0.0,5620.36,13.54,0.0,2,0,0,0,470.22,0.0,,,,,,,0.0,30.83,2362,2,-4.55,29.09,未取得,0.0,29.09,0.0,0.0,0.0,0.0,0.0,2.81,29.09,2026-05,19.4,5.38,-3.06,,,,營收 2026-05，月增 19.4%，年增 5.38%，累計年增 -3.06%,外資買超；融資增加；強放量；毛利率連3升；營收 2026-05，月增 19.4%，年增 5.38%，累計年增 -3.06%,29.09
2026-07-03,5434,崇越,TWSE,電子通路業,,20,531.0,22.53,2.54,5.35,15.81,67.47,56.32,-9.54,26.58,8.117,13.0,252,83.42,94.51,14.51,-15.69,-9.54,101.9,18.92,54.7,11.74,0.0,2026-06-26,39.87,,,53.94,30.89,,0.0,2026Q1,13.58,7.72,7.14,3,23.76,22.35,5.0,83.69,510.1763,4.08,31821.03,1609.18,1591.05,2980.63,1.01,1.87,14.11,放量,568.5,3120.11,3688.6,1.79,9.81,0,4,6,0,-735.95,683.02,台灣摩根士丹利,2477.0,,凱基-台北,1074.0,,7.65,41.86,282,-2,-0.71,46.9,已取得,54.73,101.63,17.39,9.34,6.0,8.0,14.0,5.75,46.9,2026-05,-3.45,18.61,17.56,11.59,7.78,,外資與投信同買；前大買超分點約占成交 7.78%；收盤距區間均價 4.08%；連買：外0 / 投6；營收 2026-05，月增 -3.45%，年增 18.61%，累計年增 17.56%,外資買超；投信買超；融資增加；放量；毛利率連3升；營收 2026-05，月增 -3.45%，年增 18.61%，累計年增 17.56%,46.9
2026-07-03,6901,鑽石投資,TWSE,其他業,,20,18.9,,0.0,1.82,32.17,66.27,63.08,-8.25,38.46,0.916,13.0,252,12.17,-4.79,-56.74,-114.98,-13.1,56.85,27.72,10.76,1.62,0.0,2026-06-26,82.82,,,84.71,11.79,,0.0,2026Q1,,,,0,-1.13,,-2.0,16.68,17.5343,7.79,104496.58,6163.35,5224.83,4926.2,1.18,0.94,1.24,正常,3678.61,0.0,3678.61,3.52,0.0,1,0,0,0,1645.17,0.0,,,,,,,0.0,11.86,1254,102,-0.9,3.44,未取得,0.0,3.44,0.0,0.0,0.0,0.0,0.0,-7.52,3.44,2026-05,22.34,-407.46,-190.75,,,,營收 2026-05，月增 22.34%，年增 -407.46%，累計年增 -190.75%,外資買超；融資增加；營收 2026-05，月增 22.34%，年增 -407.46%，累計年增 -190.75%,3.44
2026-07-03,1736,喬山,TWSE,運動休閒,,20,131.5,15.98,3.42,2.83,19.0,67.82,49.19,-2.59,28.92,0.947,13.0,252,-12.04,-23.99,-80.95,-134.18,-32.04,28.92,9.93,-7.92,-11.8,3.0,2026-06-26,82.95,,,87.66,8.2,,0.0,2026Q1,51.33,-0.78,0.2,1,8.23,15.98,2.7,44.18,119.1059,10.41,15905.5,878.85,795.27,1038.62,1.11,1.31,6.16,放量,2100.18,89.0,2189.18,13.2,0.56,1,0,1,0,50.5,1.0,富邦證券,1301.0,,元大-雙和,329.0,,8.78,32.91,111,4,-0.54,34.2,已取得,47.26,81.46,20.65,9.82,0.0,2.8,14.0,1.83,34.2,2026-05,1.57,2.02,7.97,13.76,8.18,,外資與投信同買；前大買超分點約占成交 8.18%；收盤距區間均價 10.41%；連買：外1 / 投1；營收 2026-05，月增 1.57%，年增 2.02%，累計年增 7.97%,外資買超；投信買超；融資增加；放量；年線之下；營收 2026-05，月增 1.57%，年增 2.02%，累計年增 7.97%,34.2
2026-07-03,6472,保瑞,TWSE,生技醫療業,,20,439.5,34.83,2.28,3.84,18.3,66.12,50.61,-4.87,21.91,7.51,13.0,252,-10.49,-42.77,-79.39,-152.97,-49.07,32.98,10.07,-21.22,-11.65,0.0,2026-06-26,45.45,,,55.81,37.68,,0.0,2026Q1,36.02,10.18,0.65,-2,10.56,41.62,-0.9,30.26,414.2917,6.08,36256.65,2665.34,1812.83,1762.24,1.47,0.97,8.2,正常,2123.95,-18.88,2105.07,5.86,-0.05,0,1,0,0,-51.95,0.0,,,,,,,0.0,14.23,-326,-5,0.9,25.71,未取得,0.0,25.71,0.0,0.0,0.0,0.0,0.0,10.58,25.71,2026-05,42.46,40.19,-9.11,,,,營收 2026-05，月增 42.46%，年增 40.19%，累計年增 -9.11%,外資買超；融資下降；年線之下；毛利率連2降；營收 2026-05，月增 42.46%，年增 40.19%，累計年增 -9.11%,25.71
2026-07-03,5904,寶雅,TPEX,居家生活,,20,721.0,22.93,3.54,12.02,24.96,68.88,45.46,-2.04,28.52,3.494,13.0,252,64.99,43.06,-3.92,-67.14,-2.04,83.69,24.26,47.38,15.53,0.0,2026-06-26,51.76,,,69.59,15.58,,0.0,2026Q1,45.13,17.34,,-1,31.36,22.99,0.3,55.77,646.927,11.45,10801.0,791.0,540.05,639.8,1.46,1.18,11.53,正常,1054.37,155.66,1210.03,9.76,1.44,0,4,0,2,-119.34,-44.58,,,,,,,0.0,15.09,102,-1,-0.76,21.17,未取得,0.0,21.17,0.0,0.0,0.0,0.0,0.0,6.84,21.17,2026-05,8.5,19.24,14.74,,,,營收 2026-05，月增 8.5%，年增 19.24%，累計年增 14.74%,外資買超；投信買超；融資增加；營收 2026-05，月增 8.5%，年增 19.24%，累計年增 14.74%,21.17
2026-07-03,6199,天品,TPEX,其他業,,20,105.5,61.7,0.0,6.28,17.09,63.1,59.52,-3.21,21.13,0.719,13.0,252,-0.94,7.11,-69.84,-103.09,-18.22,34.39,6.87,5.34,0.31,-3.5,2026-06-26,75.04,,,79.85,11.75,,0.0,2026Q1,54.29,46.78,27.29,1,1.71,61.7,5.7,42.26,97.7993,7.87,14701.0,738.0,735.05,689.4,1.0,0.94,-0.95,正常,423.06,0.0,423.06,2.88,0.0,2,0,0,0,33.09,0.0,,,,,,,0.0,12.06,1304,15,-6.34,27.22,未取得,0.0,27.22,0.0,0.0,0.0,0.0,0.0,21.5,27.22,2026-05,9.17,724.1,914.48,,,,營收 2026-05，月增 9.17%，年增 724.1%，累計年增 914.48%,外資買超；融資增加；營收 2026-05，月增 9.17%，年增 724.1%，累計年增 914.48%,27.22
2026-07-03,6949,沛爾生醫-創,TWSE,生技醫療業,,20,916.0,,0.0,22.57,39.21,72.98,63.45,-5.37,50.16,2.157,13.0,252,166.67,498.69,97.76,388.5,-5.37,621.26,22.21,85.49,17.2,-1.5,2026-06-26,62.03,,,74.69,12.14,,0.0,2026Q1,-18.92,-1393.77,-1202.64,-1,-7.11,,-6.2,23.65,821.918,11.45,5247.56,171.55,262.38,197.05,0.65,0.75,-8.14,正常,253.98,0.0,253.98,4.84,0.0,1,0,0,0,45.0,0.0,,,,,,,0.0,11.55,333,1,-5.07,5.22,未取得,0.0,5.22,0.0,0.0,0.0,0.0,0.0,-1.26,5.22,2026-05,-9.42,18.81,-21.96,,,,營收 2026-05，月增 -9.42%，年增 18.81%，累計年增 -21.96%,外資買超；融資增加；營收 2026-05，月增 -9.42%，年增 18.81%，累計年增 -21.96%,5.22
2026-07-03,1210,大成,TWSE,食品工業,,20,58.0,13.74,5.17,1.93,6.62,72.13,16.79,-1.69,9.02,2.705,12.97,252,13.73,-8.81,-55.18,-119.0,-13.3,15.54,7.52,8.03,1.77,4.5,2026-06-26,60.56,,,64.48,29.35,,0.0,2026Q1,14.07,4.39,2.93,-1,4.22,13.74,0.3,45.22,55.3729,4.74,97686.21,5765.68,4884.31,4272.06,1.18,0.87,0.16,正常,-16408.53,32154.0,15745.47,-16.8,32.92,0,1,3,0,-95.33,339.0,,,,,,,0.0,22.5,-458,2,0.47,25.6,未取得,0.0,25.6,0.0,0.0,0.0,0.0,0.0,2.63,25.6,2026-05,-0.36,10.16,5.26,,,,營收 2026-05，月增 -0.36%，年增 10.16%，累計年增 5.26%,投信買超；融資下降；接近區間高點；營收 2026-05，月增 -0.36%，年增 10.16%，累計年增 5.26%,25.6
2026-07-03,4162,智擎,TPEX,生技醫療業,,20,63.7,21.97,3.14,1.81,14.77,68.48,30.59,-2.9,19.29,0.553,12.86,252,-9.13,-12.98,-78.04,-123.17,-22.03,20.19,12.06,-3.03,-7.51,1.5,2026-06-26,39.95,,,45.88,43.92,,0.0,2026Q1,93.65,54.17,,-2,2.95,21.59,-0.9,58.18,59.658,6.78,18525.0,2225.0,926.25,1711.0,2.4,1.85,30.0,強放量,1342.27,0.0,1342.27,7.25,0.0,1,0,0,0,281.22,0.0,摩根大通,631.0,,永豐金-新竹,278.0,,3.34,22.29,171,0,-0.74,37.23,已取得,22.16,59.39,10.87,4.09,0.0,1.2,6.0,15.68,37.23,2026-05,17.27,51.89,26.69,7.25,3.41,,外資主導買超；前大買超分點約占成交 3.41%；收盤距區間均價 6.78%；連買：外1 / 投0；營收 2026-05，月增 17.27%，年增 51.89%，累計年增 26.69%,外資買超；融資增加；強放量；年線之下；毛利率連2降；營收 2026-05，月增 17.27%，年增 51.89%，累計年增 26.69%,37.23
2026-07-03,6197,佳必琪,TWSE,電子零組件業,,20,372.5,36.34,1.86,9.96,14.62,66.67,51.77,-3.12,25.0,16.351,12.77,252,169.93,145.87,101.02,35.68,-3.12,193.31,39.98,104.27,17.2,-1.5,2026-06-26,39.96,,,48.13,43.12,,0.0,2026Q1,35.77,22.63,19.33,-1,10.25,36.34,1.8,41.34,340.6109,9.36,96009.6,2982.29,4800.48,3090.11,0.62,0.64,-10.25,正常,63.3,18.0,81.3,0.07,0.02,2,0,2,0,362.91,1.0,,,,,,,0.0,5.25,-117,-152,0.07,16.2,未取得,0.0,16.2,0.0,0.0,0.0,0.0,0.0,10.88,16.2,2026-05,0.1,41.78,20.91,,,,營收 2026-05，月增 0.1%，年增 41.78%，累計年增 20.91%,外資買超；投信買超；融資下降；營收 2026-05，月增 0.1%，年增 41.78%，累計年增 20.91%,16.2
2026-07-03,2838,聯邦銀,TWSE,金融保險業,,20,22.9,16.24,4.63,1.24,6.26,66.67,28.54,-1.08,11.17,0.563,12.76,252,18.65,27.58,-50.25,-82.62,-1.08,39.63,8.69,18.55,8.27,5.0,2026-06-26,89.09,,,90.77,6.56,,0.0,2026Q1,,,,0,1.34,17.09,1.5,61.95,22.1882,3.21,50785.15,2259.12,2539.26,2290.14,0.89,0.9,-2.89,正常,3338.14,46.4,3384.53,6.57,0.09,0,1,2,0,-165.0,7.0,美商高盛,7149.0,,新加坡商瑞銀,2664.0,,14.27,21.71,985,1,-1.55,35.86,已取得,50.09,85.95,10.0,16.89,6.0,3.2,14.0,15.7,35.86,2026-05,-2.08,61.13,32.18,6.66,14.08,,外資與投信同買；前大買超分點約占成交 14.08%；收盤距區間均價 3.21%；連買：外0 / 投2；營收 2026-05，月增 -2.08%，年增 61.13%，累計年增 32.18%,外資買超；投信買超；融資增加；接近區間高點；逼近52週高點；營收 2026-05，月增 -2.08%，年增 61.13%，累計年增 32.18%,35.86
2026-07-03,2834,臺企銀,TWSE,金融保險業,,20,17.95,13.7,5.57,1.17,6.21,66.67,22.33,-0.83,9.79,7.525,12.73,252,11.49,13.97,-57.41,-96.22,-0.83,21.28,8.32,13.07,7.55,6.5,2026-06-26,55.6,,,61.23,26.7,,0.0,2026Q1,,,,0,1.29,13.91,1.5,71.46,17.4249,3.01,863687.29,31902.62,43184.36,31245.69,0.74,0.72,-7.56,正常,134272.18,-527.76,133744.42,15.55,-0.06,2,0,2,0,19913.95,8.99,摩根大通,43248.0,,國票-長城,18913.0,,4.91,40.85,-3251,8,0.38,46.96,已取得,46.11,93.07,22.5,6.01,6.0,5.6,6.0,5.73,46.96,2026-05,4.45,22.52,7.17,15.49,5.01,,外資主導買超；前大買超分點約占成交 5.01%；收盤距區間均價 3.01%；連買：外2 / 投2；營收 2026-05，月增 4.45%，年增 22.52%，累計年增 7.17%,外資買超；融資下降；接近區間高點；逼近52週高點；營收 2026-05，月增 4.45%，年增 22.52%，累計年增 7.17%,46.96
2026-07-03,4536,拓凱,TWSE,運動休閒,,20,172.5,12.85,4.64,1.71,6.15,68.42,18.25,-1.71,11.29,0.389,12.69,252,8.15,-6.76,-60.75,-116.95,-12.21,17.35,8.86,1.74,1.22,3.0,2026-06-26,37.17,,,55.04,27.86,,0.0,2026Q1,34.31,17.11,14.15,1,13.42,12.85,4.2,72.84,166.105,3.85,4688.07,857.46,234.4,336.39,3.66,1.44,27.96,強放量,1021.43,-5.0,1016.43,21.79,-0.11,1,0,0,0,80.75,0.0,美商高盛,297.0,,永豐金-市政,188.0,,5.6,33.73,-75,0,1.6,37.75,已取得,43.3,81.05,22.5,7.6,6.0,1.2,6.0,2.42,37.75,2026-05,-6.8,20.7,-3.07,21.68,6.34,,外資主導買超；前大買超分點約占成交 6.34%；收盤距區間均價 3.85%；連買：外1 / 投0；營收 2026-05，月增 -6.8%，年增 20.7%，累計年增 -3.07%,外資買超；融資下降；強放量；接近區間高點；營收 2026-05，月增 -6.8%，年增 20.7%，累計年增 -3.07%,37.75
2026-07-03,1785,光洋科,TPEX,其他電子業,,20,156.0,30.77,1.28,5.59,14.29,64.08,58.85,-2.8,26.83,26.804,12.57,252,136.36,194.34,67.46,84.15,-15.68,218.04,5.71,85.99,17.2,0.0,2026-06-26,41.16,,,46.93,43.91,,0.0,2026Q1,18.23,13.88,10.4,3,5.08,30.71,6.5,92.17,145.7887,7.0,367712.0,39263.0,18385.6,18862.2,2.14,1.03,17.04,強放量,10175.93,288.94,10464.87,2.77,0.08,3,0,7,0,2635.62,87.06,台灣摩根士丹利,3733.0,,美商高盛,2473.0,,0.88,26.51,1919,-28,-0.42,47.38,已取得,31.09,78.47,4.27,1.22,0.0,11.6,14.0,21.29,47.38,2026-05,7.38,95.47,73.6,2.85,1.02,,外資與投信同買；前大買超分點約占成交 1.02%；收盤距區間均價 7.0%；連買：外3 / 投7；營收 2026-05，月增 7.38%，年增 95.47%，累計年增 73.6%,外資買超；投信買超；融資增加；強放量；毛利率連3升；營收 2026-05，月增 7.38%，年增 95.47%，累計年增 73.6%,47.38
2026-07-03,1909,榮成,TWSE,造紙工業,,20,10.3,,0.0,0.65,5.75,60.39,29.64,-0.48,10.87,0.456,12.45,252,3.31,15.99,-65.6,-94.2,-10.82,19.77,9.48,4.93,0.73,2.0,2026-06-26,62.27,,,66.61,24.72,,0.0,2026Q1,10.31,0.15,-0.25,-1,-0.31,,-6.2,58.61,9.8613,4.45,92388.4,10854.45,4619.42,4162.11,2.35,0.9,17.61,強放量,16923.39,0.0,16923.39,18.32,0.0,2,0,0,0,5814.0,0.0,摩根大通,6265.0,,富邦-建國,4593.0,,5.65,36.0,-1175,23,1.29,40.83,已取得,45.04,85.87,22.5,8.14,6.0,2.4,6.0,3.54,40.83,2026-05,0.91,12.68,7.17,18.32,6.78,,外資主導買超；前大買超分點約占成交 6.78%；收盤距區間均價 4.45%；連買：外2 / 投0；營收 2026-05，月增 0.91%，年增 12.68%，累計年增 7.17%,外資買超；融資下降；強放量；接近區間高點；營收 2026-05，月增 0.91%，年增 12.68%，累計年增 7.17%,40.83
2026-07-03,6186,新潤,TPEX,建材營造業,,20,43.2,5.36,11.59,1.52,5.75,63.87,30.75,-1.48,11.77,0.479,12.45,252,-25.13,-27.64,-94.04,-137.83,-39.07,13.68,6.52,-16.66,-12.0,6.0,2026-06-26,46.56,,,52.01,35.28,,0.0,2026Q1,22.96,15.81,,-1,7.81,5.53,0.3,5.37,41.567,3.93,23052.0,793.0,1152.6,791.8,0.69,0.69,-8.75,正常,399.35,0.0,399.35,1.73,0.0,4,0,0,0,143.0,0.0,,,,,,,0.0,12.85,-35,0,0.15,3.0,未取得,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-10,3.0,2026-05,-41.84,-79.4,-25.19,,,,營收 2026-05，月增 -41.84%，年增 -79.4%，累計年增 -25.19%,外資買超；融資下降；接近區間高點；年線之下；營收 2026-05，月增 -41.84%，年增 -79.4%，累計年增 -25.19%,3.0
2026-07-03,2812,台中銀,TWSE,金融保險業,,20,20.4,13.16,5.2,1.31,5.7,68.75,20.49,-0.97,9.68,3.275,12.42,252,-2.39,-8.93,-71.3,-119.12,-15.18,12.71,3.65,-2.83,-6.84,6.5,2026-06-26,53.7,,,58.87,28.99,,0.0,2026Q1,,,,0,1.54,13.25,1.5,64.1,19.7307,3.39,331974.54,18851.53,16598.73,12323.08,1.14,0.74,-2.49,正常,54431.03,925.06,55356.09,16.4,0.28,2,0,3,0,12212.84,10.95,摩根大通,14375.0,,台中銀-台北,10193.0,,3.66,44.2,-2834,-6,0.85,51.77,已取得,54.9,106.67,22.5,5.2,6.0,7.2,14.0,6.72,51.77,2026-05,-18.32,28.33,23.88,16.67,4.33,,外資與投信同買；前大買超分點約占成交 4.33%；收盤距區間均價 3.39%；連買：外2 / 投3；營收 2026-05，月增 -18.32%，年增 28.33%，累計年增 23.88%,外資買超；投信買超；融資下降；接近區間高點；年線之下；營收 2026-05，月增 -18.32%，年增 28.33%，累計年增 23.88%,51.77
2026-07-03,6190,萬泰科,TPEX,通信網路業,,20,85.8,47.4,2.25,4.26,5.54,60.15,51.43,-1.38,17.21,3.564,12.32,252,91.09,124.02,22.19,13.83,-13.86,132.84,11.59,61.19,12.66,-2.0,2026-06-26,28.71,,,36.5,54.22,,0.0,2026Q1,15.21,5.5,3.18,-1,1.9,45.16,0.3,30.25,81.8741,4.8,87072.0,3766.0,4353.6,4402.4,0.87,1.01,-1.44,正常,436.67,0.0,436.67,0.5,0.0,0,1,0,0,-299.0,0.0,,,,,,,0.0,-0.6,-353,-696,0.17,7.69,未取得,0.0,7.69,0.0,0.0,0.0,0.0,0.0,8.12,7.69,2026-05,-4.06,30.14,19.88,,,,營收 2026-05，月增 -4.06%，年增 30.14%，累計年增 19.88%,外資買超；融資下降；接近區間高點；營收 2026-05，月增 -4.06%，年增 30.14%，累計年增 19.88%,7.69
2026-07-03,5880,合庫金,TWSE,金融保險業,金控,20,24.7,17.64,4.25,1.37,5.33,61.02,21.57,-1.59,7.86,6.16,12.2,252,1.23,-2.56,-67.68,-112.76,-6.44,9.53,4.91,2.73,0.52,5.0,2026-06-26,69.57,,,73.57,17.7,,0.0,2026Q1,,,34.65,0,1.4,17.64,4.5,64.86,24.3215,1.56,506534.76,11076.72,25326.74,14392.99,0.44,0.57,-12.0,量縮,118735.04,-267.21,118467.83,23.44,-0.05,1,0,2,0,4532.41,101.79,台灣摩根士丹利,35527.0,,國泰-敦南,5586.0,,7.87,44.87,-166,6,0.03,48.64,已取得,47.32,95.96,22.5,8.42,6.0,4.4,6.0,3.74,48.64,2026-05,3.47,17.49,1.1,23.39,7.01,,外資主導買超；前大買超分點約占成交 7.01%；收盤距區間均價 1.56%；連買：外1 / 投2；營收 2026-05，月增 3.47%，年增 17.49%，累計年增 1.1%,外資買超；融資下降；接近區間高點；營收 2026-05，月增 3.47%，年增 17.49%，累計年增 1.1%,48.64
2026-07-03,2633,台灣高鐵,TWSE,航運業,,20,26.8,22.15,4.29,2.02,5.1,74.55,17.94,-0.19,6.77,3.322,12.06,252,-4.11,-6.13,-73.02,-116.32,-8.22,8.06,2.67,-1.26,-7.01,1.5,2026-06-26,84.31,,,86.25,11.0,,0.0,2026Q1,46.85,43.23,,2,1.21,22.15,3.9,35.9,26.0377,2.93,255201.06,8110.9,12760.05,10317.65,0.64,0.81,-7.43,正常,-80788.06,87405.91,6617.85,-31.66,34.25,1,0,16,0,1710.59,794.0,,,,,,,0.0,27.57,-1263,12,0.5,29.16,未取得,0.0,29.16,0.0,0.0,0.0,0.0,0.0,1.09,29.16,2026-05,-1.82,3.5,4.27,,,,營收 2026-05，月增 -1.82%，年增 3.5%，累計年增 4.27%,投信買超；融資下降；接近區間高點；年線之下；毛利率連2升；營收 2026-05，月增 -1.82%，年增 3.5%，累計年增 4.27%,29.16
