as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,sell,1,富邦-三峽,962J,10.0,113.0,-102.0,190.15,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,buy,1,元大-大雅,983i,77.0,6.0,71.0,159.41,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,sell,2,富邦,9600,2.0,100.0,-97.0,190.99,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,buy,2,宏遠,1260,53.0,,53.0,193.19,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,sell,3,台新,9B00,91.0,162.0,-70.0,184.93,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,buy,3,新光,8560,59.0,16.0,42.0,187.67,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,sell,4,國泰-敦南,8888,74.0,143.0,-68.0,176.98,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,buy,4,富邦-新竹,9647,41.0,9.0,32.0,184.42,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,sell,5,玉山-台中,884B,10.0,63.0,-52.0,181.65,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,buy,5,富邦-台中,965K,38.0,8.0,30.0,172.16,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,7772,耀穎,sell,6,凱基,9200,,48.0,-48.0,171.52,histock,https://histock.tw/stock/branch.aspx?no=7772&from=20260420&to=20260518
