as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,1,新加坡商瑞銀,1650,5177.0,6497.0,-1320.0,2272.67,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,1,元大,9800,21683.0,19870.0,1812.0,2213.04,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,2,美商高盛,1480,6867.0,7970.0,-1103.0,2262.96,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,2,富邦,9600,8562.0,7505.0,1057.0,2340.69,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,3,台新-台北,9B20,479.0,1096.0,-616.0,2371.72,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,3,統一,5850,3282.0,2264.0,1017.0,2357.34,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,4,康和,8450,595.0,1049.0,-453.0,2162.2,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,4,群益金鼎,9100,2132.0,1367.0,765.0,2187.04,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,5,國票-台南,779D,64.0,372.0,-308.0,2112.49,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,5,兆豐-民生,700c,709.0,121.0,587.0,2411.33,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,6,國泰-敦南,8888,2915.0,3199.0,-283.0,2180.41,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,6,華南永昌,9300,1703.0,1136.0,566.0,2200.42,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,7,富邦-桃園,9665,285.0,507.0,-221.0,2273.76,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,7,中國信託,6160,1295.0,732.0,562.0,2277.91,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,8,新光,8560,2196.0,2415.0,-219.0,2137.97,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,8,兆豐-松德,700i,609.0,110.0,498.0,2046.78,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,9,統一-敦南,5852,195.0,411.0,-215.0,2188.16,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,9,凱基-中港,9202,1021.0,575.0,445.0,2319.99,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,sell,10,玉山-板橋,8846,216.0,426.0,-210.0,2101.0,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8299,群聯,buy,10,國票-安和,779Z,1177.0,794.0,382.0,2148.11,histock,https://histock.tw/stock/branch.aspx?no=8299&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,1,元大-成功,989L,,7.0,-7.0,89.44,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,1,兆豐-員林,700k,8.0,,8.0,91.24,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,2,玉山-大里,884J,,4.0,-4.0,91.45,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,2,富邦-青埔,961N,6.0,,6.0,91.87,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,3,元大-南勢角,984E,,2.0,-2.0,88.0,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,3,國票-南崁,779E,3.0,,3.0,89.93,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,4,台中銀-員林,6114,,2.0,-2.0,90.0,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,4,光和,6380,2.0,,2.0,90.0,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,5,臺銀-新竹,1045,,2.0,-2.0,90.0,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,5,凱基-台北,9268,6.0,4.0,2.0,89.94,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,6,富邦-南屯,9666,4.0,6.0,-1.0,89.86,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,6,永豐金-台南,9A9h,1.0,,1.0,87.19,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,7,新光,8560,,1.0,-1.0,90.01,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,7,元大-華山,981U,1.0,,1.0,92.0,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,8,元大-新竹經國,9859,,1.0,-1.0,90.0,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,8,台新-三民,9B13,1.0,,1.0,89.0,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,9,元大-南京,9862,,1.0,-1.0,88.1,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,9,群益金鼎-民權,9131,1.0,,1.0,91.9,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,sell,10,元大-土城永寧,9875,,1.0,-1.0,90.5,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8342,益張,buy,10,華南永昌-鳳山,9331,,,,87.8,histock,https://histock.tw/stock/branch.aspx?no=8342&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,1,摩根大通,8440,195.0,527.0,-332.0,44.61,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,1,永豐金-台南,9A9h,2269.0,56.0,2212.0,45.06,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,2,元大-大同,989G,1.0,297.0,-296.0,45.36,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,2,凱基-敦北,9237,252.0,2.0,250.0,44.45,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,3,凱基-台北,9268,310.0,580.0,-270.0,44.53,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,3,中國信託-永康,6163,161.0,22.0,138.0,42.01,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,4,美商高盛,1480,85.0,193.0,-108.0,44.75,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,4,第一金-中壢,538Y,79.0,,79.0,44.4,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,5,玉山-台南,8847,31.0,129.0,-97.0,44.99,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,5,永豐金-中壢,9A99,78.0,4.0,73.0,45.99,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,6,港商野村,1560,58.0,154.0,-96.0,44.67,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,6,新光-台中,8561,58.0,17.0,41.0,45.16,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,7,玉山-新莊,8842,2.0,88.0,-86.0,44.16,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,7,元大,9800,185.0,149.0,36.0,44.53,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,8,美林,1440,98.0,184.0,-86.0,45.27,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,8,元大-內湖,989N,20.0,,20.0,45.0,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,9,新加坡商瑞銀,1650,85.0,168.0,-83.0,44.83,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,9,富邦-七賢,961K,20.0,,20.0,43.8,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,sell,10,國票-南京,779n,2.0,76.0,-74.0,46.3,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8349,恒耀,buy,10,永豐金-內湖,9A9g,23.0,3.0,20.0,43.9,histock,https://histock.tw/stock/branch.aspx?no=8349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,sell,1,永豐金-敦南,9A8F,14.0,778.0,-763.0,17.13,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,buy,1,華南永昌-彰化,9363,2801.0,9.0,2792.0,17.44,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,sell,2,康和-高雄,845J,,728.0,-727.0,17.15,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,buy,2,玉山-高雄,8843,1197.0,848.0,348.0,17.8,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,sell,3,元大-樹林,989j,,355.0,-355.0,17.98,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,buy,3,統一-台中,5856,292.0,9.0,283.0,17.79,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,sell,4,合庫-台南,1022,7.0,181.0,-174.0,19.13,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,buy,4,元大-六合,982C,469.0,298.0,171.0,17.73,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,sell,5,元大-高雄,981m,10.0,138.0,-128.0,18.28,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,buy,5,國票-和平,779j,178.0,42.0,135.0,17.33,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,sell,6,永豐金-新莊,9A9H,19.0,131.0,-112.0,17.67,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,buy,6,群益金鼎-古亭,918C,102.0,1.0,101.0,18.61,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,sell,7,元大-羅東,982A,,111.0,-110.0,16.22,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,buy,7,華南永昌-小港,9323,106.0,8.0,98.0,18.35,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,sell,8,元大-北屯,989d,17.0,122.0,-104.0,17.43,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8354,冠好,buy,8,玉山-台南,8847,105.0,10.0,95.0,17.22,histock,https://histock.tw/stock/branch.aspx?no=8354&from=20260420&to=20260518
