as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,1,元大,9800,4779.0,10098.0,-5319.0,83.08,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,1,富邦,9600,15362.0,2814.0,12548.0,83.35,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,2,美商高盛,1480,6567.0,10070.0,-3503.0,83.16,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,2,摩根大通,8440,10917.0,7662.0,3255.0,83.42,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,3,美林,1440,3696.0,6713.0,-3016.0,83.3,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,3,台新-台北,9B20,2418.0,81.0,2336.0,85.14,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,4,台灣摩根士丹利,1470,5110.0,7208.0,-2097.0,83.43,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,4,台新,9B00,1724.0,260.0,1463.0,83.0,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,5,新加坡商瑞銀,1650,3851.0,5352.0,-1500.0,83.45,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,5,香港上海匯豐,8960,1828.0,419.0,1408.0,82.91,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,6,群益金鼎,9100,182.0,1482.0,-1300.0,81.82,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,6,大和國泰,8890,1525.0,177.0,1348.0,81.53,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,7,中國信託,6160,255.0,1284.0,-1028.0,81.29,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,7,玉山,8840,1109.0,233.0,876.0,83.07,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,8,華南永昌,9300,26.0,894.0,-867.0,83.19,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,8,永豐金-匯立,9A81,807.0,8.0,799.0,83.29,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,9,花旗環球,1590,2427.0,3155.0,-728.0,82.86,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,9,港商麥格理,1360,1345.0,718.0,627.0,83.11,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,sell,10,永豐金,9A00,820.0,1431.0,-610.0,82.55,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2347,聯強,buy,10,群益金鼎-高盛,9105,361.0,13.0,348.0,85.54,histock,https://histock.tw/stock/branch.aspx?no=2347&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,1,摩根大通,8440,153.0,478.0,-325.0,72.0,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,1,國泰-忠孝,8887,86.0,4.0,81.0,71.73,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,2,美商高盛,1480,236.0,413.0,-176.0,72.45,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,2,兆豐-忠孝,700a,82.0,1.0,81.0,71.29,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,3,富邦,9600,4.0,111.0,-106.0,71.13,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,3,凱基-台北,9268,416.0,337.0,79.0,71.85,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,4,台新,9B00,33.0,135.0,-102.0,71.89,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,4,港商野村,1560,141.0,80.0,61.0,71.98,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,5,玉山-桃園,884F,14.0,77.0,-63.0,73.1,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,5,合庫-桃園,102E,52.0,,52.0,72.26,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,6,統一-新竹,5857,,63.0,-62.0,69.39,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,6,台新-同大,9B2P,49.0,9.0,40.0,71.89,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,7,台新-大裕,9B2l,1.0,62.0,-61.0,72.64,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,7,臺銀-民權,1043,46.0,6.0,40.0,72.85,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,8,元大-板橋三民,9879,3.0,55.0,-52.0,71.14,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,8,群益金鼎-高雄,9183,39.0,,39.0,72.71,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,9,國票,7790,13.0,60.0,-46.0,72.6,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,9,群益金鼎-開元,9134,41.0,3.0,38.0,72.82,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,sell,10,中國信託-文心,6164,1.0,43.0,-42.0,70.95,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2348,海悅,buy,10,富邦-建國,9658,47.0,16.0,30.0,71.72,histock,https://histock.tw/stock/branch.aspx?no=2348&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2349,錸德,sell,1,統一-彰化,585F,77.0,1415.0,-1337.0,12.53,histock,https://histock.tw/stock/branch.aspx?no=2349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2349,錸德,buy,1,土銀-建國,103A,1887.0,19.0,1868.0,13.11,histock,https://histock.tw/stock/branch.aspx?no=2349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2349,錸德,sell,2,美林,1440,1634.0,2267.0,-633.0,12.97,histock,https://histock.tw/stock/branch.aspx?no=2349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2349,錸德,buy,2,臺銀證券,1040,976.0,19.0,957.0,12.45,histock,https://histock.tw/stock/branch.aspx?no=2349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2349,錸德,sell,3,富邦-三重,9677,11.0,632.0,-620.0,13.57,histock,https://histock.tw/stock/branch.aspx?no=2349&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,2349,錸德,buy,3,元大-西螺,981i,612.0,66.0,546.0,13.03,histock,https://histock.tw/stock/branch.aspx?no=2349&from=20260420&to=20260518
