as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,sell,1,新加坡商瑞銀,1650,655.0,1372.0,-717.0,57.55,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,buy,1,凱基-台北,9268,2132.0,1628.0,503.0,57.15,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,sell,2,元大-崇德,981S,91.0,255.0,-164.0,54.2,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,buy,2,美林,1440,788.0,448.0,339.0,57.83,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,sell,3,元大-永和,9891,30.0,170.0,-139.0,60.92,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,buy,3,台灣摩根士丹利,1470,610.0,316.0,294.0,58.04,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,sell,4,台新-新莊,9B19,94.0,204.0,-110.0,56.71,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,buy,4,台新-大昌,9B2D,183.0,20.0,162.0,56.06,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,sell,5,國票-南港,7795,54.0,163.0,-108.0,58.15,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,3356,奇偶,buy,5,永豐金-敦南,9A8F,185.0,22.0,162.0,58.19,histock,https://histock.tw/stock/branch.aspx?no=3356&from=20260420&to=20260518
