as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,1,華南永昌-桃園,9352,4.0,90.0,-86.0,35.68,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,1,台新-世貿,9B2u,14.0,,14.0,37.35,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,2,國票-中正,7797,1.0,21.0,-20.0,37.44,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,2,合庫,1020,14.0,,14.0,35.01,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,3,富邦-樹林,962E,,20.0,-20.0,35.52,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,3,國票,7790,13.0,,13.0,36.27,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,4,元大-台中,9812,,15.0,-15.0,36.66,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,4,國泰-館前,888A,30.0,17.0,12.0,36.3,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,5,兆豐-桃鶯,700U,,15.0,-15.0,36.42,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,5,陽信-石牌,8711,12.0,,12.0,36.52,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,6,凱基-斗六,9281,,15.0,-15.0,37.26,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,6,臺銀-臺南,1042,12.0,1.0,11.0,36.21,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,7,永豐金-板新,9A9J,,15.0,-15.0,37.44,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,7,華南永昌-竹北,9339,10.0,,10.0,37.48,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,8,兆豐-嘉義,7001,1.0,11.0,-10.0,36.33,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,8,富邦-新竹,9647,12.0,2.0,10.0,34.64,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,9,國票-南港,7795,18.0,28.0,-10.0,36.85,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,9,富邦-板橋,9655,12.0,2.0,10.0,36.39,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,sell,10,群益金鼎-三民,9188,,10.0,-10.0,35.93,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8410,森田,buy,10,永豐金-內湖,9A9g,10.0,,10.0,35.53,histock,https://histock.tw/stock/branch.aspx?no=8410&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8416,實威,sell,1,台新-板橋,9B2b,1.0,28.0,-27.0,171.72,histock,https://histock.tw/stock/branch.aspx?no=8416&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8416,實威,buy,1,永豐金-內湖,9A9g,32.0,,32.0,171.94,histock,https://histock.tw/stock/branch.aspx?no=8416&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8416,實威,sell,2,富邦-內湖,9627,,11.0,-11.0,171.64,histock,https://histock.tw/stock/branch.aspx?no=8416&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8416,實威,buy,2,凱基-大安,9291,12.0,1.0,10.0,172.63,histock,https://histock.tw/stock/branch.aspx?no=8416&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8416,實威,sell,3,元大-鳳中,985C,,7.0,-7.0,171.29,histock,https://histock.tw/stock/branch.aspx?no=8416&from=20260420&to=20260518
