latest_date,stock_id,name,market,observed_days,close,pe_ratio,dividend_yield,pb_ratio,1d_avg_price,close_vs_avg_pct,1d_volume_lot,latest_volume_lot,volume_avg_lot,volume_5d_avg_lot,volume_ratio_1d,volume_ratio_5d,volume_score,volume_signal,1d_foreign_net_lot,1d_trust_net_lot,1d_inst_net_lot,foreign_net_volume_pct,trust_net_volume_pct,foreign_buy_streak,foreign_sell_streak,trust_buy_streak,trust_sell_streak,latest_foreign_net_lot,latest_trust_net_lot,top_buy_branch_name,top_buy_branch_net_lot,top_buy_branch_avg_price,top_sell_branch_name,top_sell_branch_net_lot,top_sell_branch_avg_price,branch_score,chip_score,margin_balance_change_lot,short_balance_change_lot,margin_score,base_score,branch_status,confluence_score,complete_chip_score,confluence_inst_score,confluence_branch_score,confluence_price_score,confluence_streak_score,confluence_direction_score,revenue_momentum_score,selection_score,revenue_month,revenue_mom_pct,revenue_yoy_pct,revenue_cumulative_yoy_pct,inst_net_volume_pct,top_buy_branch_volume_pct,close_vs_top_buy_avg_pct,selection_reason,base_reason,total_score
2026-05-18,5347,世界,TPEX,1,159.0,38.31,2.83,4.34,159.1195,-0.08,16457.0,16457.0,16457.0,16457.0,1.0,1.0,0.0,正常,150630.79,1179.0,151809.79,915.3,7.16,1,0,1,0,150630.79,1179.0,,,,,,,0.0,60.41,550,2928,-2.67,58.2,未取得,0.0,58.2,0.0,0.0,0.0,0.0,0.0,0.46,58.2,2026-04,-18.5,9.58,5.98,,,,營收 2026-04，月增 -18.5%，年增 9.58%，累計年增 5.98%,外資買超；投信買超；融資增加；營收 2026-04，月增 -18.5%，年增 9.58%，累計年增 5.98%,58.2
2026-05-18,8092,建暐,TPEX,1,17.35,247.86,0.0,1.84,17.1947,0.9,188.0,188.0,188.0,188.0,1.0,1.0,0.0,正常,160.0,0.0,160.0,85.11,0.0,1,0,0,0,160.0,0.0,,,,,,,0.0,40.0,,,0.0,51.97,未取得,0.0,51.97,0.0,0.0,0.0,0.0,0.0,11.97,51.97,2026-04,132.41,21.14,21.05,,,,營收 2026-04，月增 132.41%，年增 21.14%，累計年增 21.05%,外資買超；營收 2026-04，月增 132.41%，年增 21.14%，累計年增 21.05%,51.97
2026-05-18,6561,是方,TPEX,1,338.0,21.32,4.2,8.74,337.1261,0.26,119.0,119.0,119.0,119.0,1.0,1.0,0.0,正常,71.02,0.0,71.02,59.68,0.0,1,0,0,0,71.02,0.0,,,,,,,0.0,40.0,-31,0,8.0,48.13,未取得,0.0,48.13,0.0,0.0,0.0,0.0,0.0,0.13,48.13,2026-04,0.65,-1.34,1.86,,,,營收 2026-04，月增 0.65%，年增 -1.34%，累計年增 1.86%,外資買超；融資下降；營收 2026-04，月增 0.65%，年增 -1.34%，累計年增 1.86%,48.13
2026-05-18,5203,訊連,TWSE,1,64.8,17.7,5.56,1.07,64.459,0.53,189.11,189.11,189.11,189.11,1.0,1.0,0.0,正常,111.0,0.0,111.0,58.7,0.0,1,0,0,0,111.0,0.0,,,,,,,0.0,40.0,-23,0,8.0,46.54,未取得,0.0,46.54,0.0,0.0,0.0,0.0,0.0,-1.46,46.54,2026-04,5.49,-10.8,-1.08,,,,營收 2026-04，月增 5.49%，年增 -10.8%，累計年增 -1.08%,外資買超；融資下降；營收 2026-04，月增 5.49%，年增 -10.8%，累計年增 -1.08%,46.54
2026-05-18,3465,進泰電子,TPEX,1,27.0,,0.0,1.23,27.1791,-0.66,43.0,43.0,43.0,43.0,1.0,1.0,0.0,正常,25.0,0.0,25.0,58.14,0.0,1,0,0,0,25.0,0.0,,,,,,,0.0,40.0,5,0,-6.4,42.76,未取得,0.0,42.76,0.0,0.0,0.0,0.0,0.0,9.16,42.76,2026-04,48.48,32.93,-9.78,,,,營收 2026-04，月增 48.48%，年增 32.93%，累計年增 -9.78%,外資買超；融資增加；營收 2026-04，月增 48.48%，年增 32.93%，累計年增 -9.78%,42.76
2026-05-18,6219,富旺,TPEX,1,11.95,15.13,0.0,0.72,11.9777,-0.23,593.0,593.0,593.0,593.0,1.0,1.0,0.0,正常,336.19,0.0,336.19,56.69,0.0,1,0,0,0,336.19,0.0,,,,,,,0.0,40.0,-17,0,2.87,60.27,未取得,0.0,60.27,0.0,0.0,0.0,0.0,0.0,17.4,60.27,2026-04,-77.01,21424.41,18959.53,,,,營收 2026-04，月增 -77.01%，年增 21424.41%，累計年增 18959.53%,外資買超；融資下降；營收 2026-04，月增 -77.01%，年增 21424.41%，累計年增 18959.53%,60.27
2026-05-18,3027,盛達,TWSE,1,17.55,,0.0,1.05,17.4687,0.47,231.92,231.92,231.92,231.92,1.0,1.0,0.0,正常,125.06,0.0,125.06,53.92,0.0,1,0,0,0,125.06,0.0,,,,,,,0.0,40.0,-57,-3,7.61,37.61,未取得,0.0,37.61,0.0,0.0,0.0,0.0,0.0,-10,37.61,2026-04,-34.87,-79.48,-59.19,,,,營收 2026-04，月增 -34.87%，年增 -79.48%，累計年增 -59.19%,外資買超；融資下降；營收 2026-04，月增 -34.87%，年增 -79.48%，累計年增 -59.19%,37.61
2026-05-18,4532,瑞智,TWSE,1,23.65,12.92,6.34,1.12,23.4659,0.78,1184.41,1184.41,1184.41,1184.41,1.0,1.0,0.0,正常,628.0,-6.45,621.55,53.02,-0.54,1,0,0,1,628.0,-6.45,,,,,,,0.0,36.14,-29,0,2.45,38.57,未取得,0.0,38.57,0.0,0.0,0.0,0.0,0.0,-0.02,38.57,2026-04,1.57,3.84,-5.63,,,,營收 2026-04，月增 1.57%，年增 3.84%，累計年增 -5.63%,外資買超；融資下降；營收 2026-04，月增 1.57%，年增 3.84%，累計年增 -5.63%,38.57
2026-05-18,7723,築間,TPEX,1,25.5,,0.0,1.62,25.2787,0.88,176.0,176.0,176.0,176.0,1.0,1.0,0.0,正常,93.0,0.0,93.0,52.84,0.0,1,0,0,0,93.0,0.0,,,,,,,0.0,40.0,-5,0,2.84,41.9,未取得,0.0,41.9,0.0,0.0,0.0,0.0,0.0,-0.94,41.9,2026-04,-3.7,-16.87,15.88,,,,營收 2026-04，月增 -3.7%，年增 -16.87%，累計年增 15.88%,外資買超；融資下降；營收 2026-04，月增 -3.7%，年增 -16.87%，累計年增 15.88%,41.9
2026-05-18,1466,聚隆,TWSE,1,14.55,,1.37,1.03,14.4276,0.85,135.48,135.48,135.48,135.48,1.0,1.0,0.0,正常,68.0,0.0,68.0,50.19,0.0,1,0,0,0,68.0,0.0,,,,,,,0.0,40.0,-33,-1,7.78,41.13,未取得,0.0,41.13,0.0,0.0,0.0,0.0,0.0,-6.65,41.13,2026-04,-3.06,-17.51,-19.55,,,,營收 2026-04，月增 -3.06%，年增 -17.51%，累計年增 -19.55%,外資買超；融資下降；營收 2026-04，月增 -3.06%，年增 -17.51%，累計年增 -19.55%,41.13
2026-05-18,6762,達亞,TPEX,1,186.0,,0.54,5.1,188.8636,-1.52,22.0,22.0,22.0,22.0,1.0,1.0,0.0,正常,11.0,0.0,11.0,50.0,0.0,1,0,0,0,11.0,0.0,,,,,,,0.0,40.0,,,0.0,36.74,未取得,0.0,36.74,0.0,0.0,0.0,0.0,0.0,-3.26,36.74,2026-04,15.64,-14.15,-16.16,,,,營收 2026-04，月增 15.64%，年增 -14.15%，累計年增 -16.16%,外資買超；營收 2026-04，月增 15.64%，年增 -14.15%，累計年增 -16.16%,36.74
2026-05-18,6243,迅杰,TWSE,1,34.45,,3.48,2.03,33.1614,3.89,220.69,220.69,220.69,220.69,1.0,1.0,0.0,正常,107.0,0.0,107.0,48.48,0.0,1,0,0,0,107.0,0.0,,,,,,,0.0,34.0,-109,0,8.0,32.0,未取得,0.0,32.0,0.0,0.0,0.0,0.0,0.0,-10,32.0,2026-04,-20.93,-59.19,-49.51,,,,營收 2026-04，月增 -20.93%，年增 -59.19%，累計年增 -49.51%,外資買超；融資下降；營收 2026-04，月增 -20.93%，年增 -59.19%，累計年增 -49.51%,32.0
2026-05-18,4572,駐龍,TWSE,1,143.0,53.96,3.5,3.07,143.6655,-0.46,33.2,33.2,33.2,33.2,1.0,1.0,0.0,正常,15.95,0.0,15.95,48.03,0.0,1,0,0,0,15.95,0.0,,,,,,,0.0,40.0,-13,0,8.0,44.46,未取得,0.0,44.46,0.0,0.0,0.0,0.0,0.0,-3.54,44.46,2026-04,-18.19,-9.62,2.33,,,,營收 2026-04，月增 -18.19%，年增 -9.62%，累計年增 2.33%,外資買超；融資下降；營收 2026-04，月增 -18.19%，年增 -9.62%，累計年增 2.33%,44.46
2026-05-18,4306,炎洲,TWSE,1,13.6,35.79,5.15,0.71,13.4699,0.97,2620.97,2620.97,2620.97,2620.97,1.0,1.0,0.0,正常,1251.06,0.0,1251.06,47.73,0.0,1,0,0,0,1251.06,0.0,,,,,,,0.0,40.0,-155,0,5.91,52.69,未取得,0.0,52.69,0.0,0.0,0.0,0.0,0.0,6.78,52.69,2026-04,3.4,24.04,12.8,,,,營收 2026-04，月增 3.4%，年增 24.04%，累計年增 12.8%,外資買超；融資下降；營收 2026-04，月增 3.4%，年增 24.04%，累計年增 12.8%,52.69
2026-05-18,1470,大統新創,TWSE,1,22.3,25.63,2.91,1.94,22.4086,-0.48,2.11,2.11,2.11,2.11,1.0,1.0,0.0,正常,1.0,0.0,1.0,47.46,0.0,1,0,0,0,1.0,0.0,,,,,,,0.0,40.0,0,0,0.0,31.25,未取得,0.0,31.25,0.0,0.0,0.0,0.0,0.0,-8.75,31.25,2026-04,-26.3,-20.52,-12.87,,,,營收 2026-04，月增 -26.3%，年增 -20.52%，累計年增 -12.87%,外資買超；營收 2026-04，月增 -26.3%，年增 -20.52%，累計年增 -12.87%,31.25
2026-05-18,8089,康全電訊,TPEX,1,20.1,,0.0,1.28,19.9583,0.71,205.0,205.0,205.0,205.0,1.0,1.0,0.0,正常,97.0,0.0,97.0,47.32,0.0,1,0,0,0,97.0,0.0,,,,,,,0.0,40.0,-19,0,8.0,48.13,未取得,0.0,48.13,0.0,0.0,0.0,0.0,0.0,0.13,48.13,2026-04,14.89,17.47,-63.62,,,,營收 2026-04，月增 14.89%，年增 17.47%，累計年增 -63.62%,外資買超；融資下降；營收 2026-04，月增 14.89%，年增 17.47%，累計年增 -63.62%,48.13
2026-05-18,4991,環宇-KY,TPEX,1,698.0,288.43,0.0,19.8,658.6415,5.98,742.0,742.0,742.0,742.0,1.0,1.0,0.0,正常,349.0,0.0,349.0,47.04,0.0,1,0,0,0,349.0,0.0,,,,,,,0.0,34.0,-191,7,8.57,59.18,未取得,0.0,59.18,0.0,0.0,0.0,0.0,0.0,16.61,59.18,2026-04,-27.84,67.92,55.09,,,,營收 2026-04，月增 -27.84%，年增 67.92%，累計年增 55.09%,外資買超；融資下降；營收 2026-04，月增 -27.84%，年增 67.92%，累計年增 55.09%,59.18
2026-05-18,6469,大樹,TPEX,1,72.5,19.23,5.19,3.05,71.2425,1.77,861.0,861.0,861.0,861.0,1.0,1.0,0.0,正常,396.0,0.0,396.0,45.99,0.0,1,0,0,0,396.0,0.0,,,,,,,0.0,40.0,-42,0,4.88,43.76,未取得,0.0,43.76,0.0,0.0,0.0,0.0,0.0,-1.12,43.76,2026-04,-10.7,-1.23,2.42,,,,營收 2026-04，月增 -10.7%，年增 -1.23%，累計年增 2.42%,外資買超；融資下降；營收 2026-04，月增 -10.7%，年增 -1.23%，累計年增 2.42%,43.76
2026-05-18,1587,吉茂,TWSE,1,28.55,69.63,1.75,1.42,28.4691,0.28,369.49,369.49,369.49,369.49,1.0,1.0,0.0,正常,169.0,0.0,169.0,45.74,0.0,1,0,0,0,169.0,0.0,,,,,,,0.0,40.0,-61,0,8.0,47.43,未取得,0.0,47.43,0.0,0.0,0.0,0.0,0.0,-0.57,47.43,2026-04,-15.85,-11.76,21.57,,,,營收 2026-04，月增 -15.85%，年增 -11.76%，累計年增 21.57%,外資買超；融資下降；營收 2026-04，月增 -15.85%，年增 -11.76%，累計年增 21.57%,47.43
2026-05-18,3045,台灣大,TWSE,1,114.0,23.12,4.21,3.79,114.648,-0.57,12851.77,12851.77,12851.77,12851.77,1.0,1.0,0.0,正常,5850.67,-180.0,5670.67,45.52,-1.4,1,0,0,1,5850.67,-180.0,,,,,,,0.0,34.0,280,0,-1.74,32.05,未取得,0.0,32.05,0.0,0.0,0.0,0.0,0.0,-0.21,32.05,2026-04,-8.42,1.79,2.97,,,,營收 2026-04，月增 -8.42%，年增 1.79%，累計年增 2.97%,外資買超；融資增加；營收 2026-04，月增 -8.42%，年增 1.79%，累計年增 2.97%,32.05
