as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,1,中國信託-忠孝,6162,,164.0,-164.0,32.05,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,1,國票,7790,143.0,,143.0,31.28,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,2,凱基-台北,9268,114.0,187.0,-73.0,31.86,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,2,富邦-南屯,9666,88.0,,88.0,31.69,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,3,凱基-長庚,9233,,71.0,-71.0,31.64,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,3,群益金鼎-三民,9188,87.0,,87.0,31.91,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,4,元大-蘆洲中正,989I,1.0,69.0,-68.0,31.77,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,4,富邦-彰化,965U,80.0,,80.0,31.98,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,5,港商野村,1560,3.0,61.0,-58.0,32.02,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,5,合庫,1020,54.0,,54.0,31.8,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,6,群益金鼎-延平,918x,,45.0,-45.0,32.16,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,6,花旗環球,1590,82.0,28.0,54.0,31.81,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,7,福邦,6480,,43.0,-43.0,31.88,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,7,土銀-高雄,1033,52.0,,52.0,31.99,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,8,德信,6910,,33.0,-33.0,31.79,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,8,凱基-桃園,9208,50.0,,50.0,32.12,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,9,台中銀,6110,,29.0,-29.0,31.88,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,9,國泰-忠孝,8887,49.0,,49.0,30.66,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,sell,10,統一-城中,5854,,28.0,-28.0,32.0,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,1614,三洋電,buy,10,凱基-市府,920D,40.0,,40.0,30.83,histock,https://histock.tw/stock/branch.aspx?no=1614&from=20260420&to=20260518
