as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,1,凱基-台北,9268,339.0,568.0,-228.0,7.1,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,1,元大-士林,981j,240.0,,240.0,7.15,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,2,華南永昌-林口,9317,,78.0,-78.0,7.08,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,2,國泰-板橋,888K,158.0,3.0,155.0,7.18,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,3,元大-天母,981I,5.0,75.0,-69.0,6.53,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,3,富邦-台北,9623,154.0,6.0,148.0,7.26,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,4,永豐金-竹北,9A9P,10.0,70.0,-60.0,6.92,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,4,致和-佳里,7032,116.0,,116.0,7.19,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,5,富邦-建國,9658,,55.0,-55.0,7.45,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,5,凱基-桃園,9208,108.0,5.0,103.0,7.19,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,6,華南永昌-苗栗,9362,,55.0,-55.0,7.89,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,6,台新-潮州,9B2C,107.0,11.0,96.0,6.96,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,7,富邦-北港,969C,,51.0,-51.0,7.44,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,7,合庫-高雄,1023,65.0,4.0,61.0,7.31,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,8,元大-長庚,988V,,50.0,-50.0,7.34,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,8,新光-高雄,8562,50.0,6.0,43.0,7.28,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,9,永豐金-市政,9A9W,,50.0,-49.0,7.06,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,9,元大-清水,980e,44.0,2.0,42.0,6.92,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,sell,10,富邦-左營,966F,5.0,50.0,-45.0,7.18,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8277,商丞,buy,10,中國信託-新竹,6165,41.0,,41.0,7.26,histock,https://histock.tw/stock/branch.aspx?no=8277&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,1,元大-汐止,989Q,,45.0,-45.0,97.86,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,1,大昌-桃園,6465,20.0,,20.0,100.82,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,2,富邦-左營,966F,,39.0,-39.0,99.68,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,2,元大-文心興安,9854,19.0,,19.0,97.46,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,3,富邦-高雄,9659,,34.0,-34.0,100.62,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,3,群益金鼎-嘉義,918M,14.0,,14.0,102.53,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,4,元大-新盛,9869,1.0,31.0,-30.0,101.2,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,4,臺銀-臺中,104A,11.0,,11.0,99.08,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,5,永豐金-新竹,9A97,,22.0,-21.0,96.73,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,5,元大-中壢,9834,10.0,,10.0,96.8,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,6,凱基-台北,9268,37.0,52.0,-15.0,99.89,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,6,富邦-嘉義,9692,10.0,,10.0,98.93,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,7,凱基-文心,9297,,13.0,-13.0,100.5,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,7,元大-大里德芳,983W,9.0,,9.0,97.6,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,8,富邦-公益,961F,,12.0,-12.0,100.0,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,8,永豐金-新店,9A9i,9.0,,9.0,100.49,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,9,國票-九鼎,779P,1.0,12.0,-11.0,98.74,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,9,國泰-敦南,8888,32.0,23.0,8.0,100.33,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,sell,10,新光,8560,,10.0,-9.0,99.46,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,8279,生展,buy,10,富邦-南京,961C,8.0,,8.0,102.12,histock,https://histock.tw/stock/branch.aspx?no=8279&from=20260420&to=20260518
