as_of_date,from_date,to_date,window_days,stock_id,name,rank_side,rank_no,broker_name,broker_id,buy_lot,sell_lot,net_lot,avg_price,source,source_url
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,sell,1,凱基-林口,9257,,405.0,-405.0,23.59,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,buy,1,玉山-桃園,884F,188.0,,188.0,23.28,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,sell,2,凱基-台北,9268,70.0,153.0,-82.0,23.41,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,buy,2,國泰-台中,8882,159.0,68.0,91.0,23.52,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,sell,3,國泰-館前,888A,1.0,47.0,-46.0,23.72,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,buy,3,元大-古亭,989k,100.0,16.0,83.0,23.47,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,sell,4,元大-頭份,983U,,41.0,-41.0,23.22,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,buy,4,康和-台南,8458,78.0,1.0,76.0,23.88,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,sell,5,凱基-埔墘,9288,,31.0,-31.0,23.47,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
2026-05-18,2026-04-20,2026-05-18,20,4161,聿新科,buy,5,元大-蘆洲,9857,386.0,317.0,69.0,23.38,histock,https://histock.tw/stock/branch.aspx?no=4161&from=20260420&to=20260518
